科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"2,853,941,543.47","2,815,927,132.15","3,142,241,178.22","724,658,637.95","1,466,640,865.82","2,168,917,921.99","3,030,917,984.69","921,087,611.86","1,700,709,185.98","2,468,073,914.26"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,
收到的税费返还,,,,,,,,,,
支付其他与投资活动有关的现金,,"75,697,411.42","4,144,285.36",,,,,,,
收到其他与经营活动有关的现金,"99,348,490.05","207,486,572.96","57,368,057.02","305,081,779.81","82,689,945.66","107,423,491.52","113,168,738.36","74,016,309.94","19,245,082.95","119,617,643.48"
投资活动现金流出小计,"333,029,831.26","423,504,338.68","155,585,984.63","6,684,253.50","35,296,226.57","92,347,757.79","111,138,031.72","34,653,074.35","56,206,608.93","97,116,631.57"
经营活动现金流入小计,"2,953,290,033.52","3,023,413,705.11","3,199,609,235.24","1,029,740,417.76","1,549,330,811.48","2,276,341,413.51","3,144,086,723.05","995,103,921.80","1,719,954,268.93","2,587,691,557.74"
投资活动产生的现金流量净额,"-317,747,922.79","-361,389,466.85","-124,045,769.01","-6,684,253.50","-31,572,650.63","-88,624,181.85","-107,326,645.78","-34,653,074.35","-56,206,078.93","-96,439,596.63"
购买商品、接受劳务支付的现金,"2,319,401,419.36","2,219,870,502.94","2,358,089,642.38","819,677,381.89","1,450,180,235.12","2,182,419,366.01","2,649,829,869.81","779,949,574.16","1,418,247,130.35","2,114,752,702.14"
吸收投资收到的现金,,,,,"489,100,000.00","489,100,000.00","479,299,302.04",,,
支付给职工以及为职工支付的现金,"86,597,431.13","98,232,033.32","115,900,213.18","35,138,749.36","60,248,236.97","90,639,354.95","115,405,566.34","31,928,368.98","59,880,117.18","93,010,380.86"
取得借款收到的现金,"331,500,000.00","233,340,000.00","80,000,000.00","37,560,000.00","117,560,000.00","117,560,000.00","119,560,000.00",,"100,000,000.00","150,000,000.00"
支付的各项税费,"99,620,710.30","114,637,133.60","136,800,614.83","38,713,929.34","68,153,797.77","91,935,471.58","124,648,908.63","45,021,439.89","70,141,042.36","92,370,900.85"
收到其他与筹资活动有关的现金,,,,,,,,,,
支付其他与经营活动有关的现金,"175,547,121.40","304,133,851.73","293,023,507.58","203,154,430.41","103,602,145.89","177,857,196.28","211,954,641.34","130,521,030.90","120,623,068.59","312,092,180.12"
筹资活动现金流入小计,"331,500,000.00","233,340,000.00","80,000,000.00","37,560,000.00","606,660,000.00","606,660,000.00","598,859,302.04",,"100,000,000.00","150,000,000.00"
经营活动现金流出小计,"2,681,166,682.19","2,736,873,521.59","2,903,813,977.97","1,096,684,491.00","1,682,184,415.75","2,542,851,388.82","3,101,838,986.12","987,420,413.93","1,668,891,358.48","2,612,226,163.97"
偿还债务支付的现金,"145,312,711.27","159,269,004.00","170,414,504.00","73,551,892.67","126,507,252.00","306,272,878.00","404,778,004.00","18,505,126.00","216,301,279.00","216,301,279.00"
经营活动产生的现金流量净额,"272,123,351.33","286,540,183.52","295,795,257.27","-66,944,073.24","-132,853,604.27","-266,509,975.31","42,247,736.93","7,683,507.87","51,062,910.45","-24,534,606.23"
分配股利、利润或偿还利息支付的现金,"35,367,954.20","69,894,962.07","64,913,231.66","8,146,097.16","18,089,557.39","23,034,474.40","27,065,310.39","2,915,916.72","22,906,673.26","23,616,168.87"
收回投资收到的现金,"12,703,457.36","1,237,066.82","1,121,859.90",,,,,,,
支付其他与筹资活动有关的现金,"8,000,000.00","5,000,000.00",,,,,,,"15,248.49","15,248.49"
取得投资收益收到的现金,"2,571,607.68","356,146.00",,,"673,115.94","673,115.94","673,115.94",,,"673,115.94"
筹资活动现金流出小计,"188,680,665.47","234,163,966.07","235,327,735.66","81,697,989.83","144,596,809.39","329,307,352.40","431,843,314.39","21,421,042.72","239,223,200.75","239,932,696.36"
处置固定资产、无形资产和其他长期资产收回的现金净额,"6,843.43","192,723.99",,,"3,050,460.00","3,050,460.00","3,138,270.00",,530.00,"1,930.00"
筹资活动产生的现金流量净额,"142,819,334.53","-823,966.07","-155,327,735.66","-44,137,989.83","462,063,190.61","277,352,647.60","167,015,987.65","-21,421,042.72","-139,223,200.75","-89,932,696.36"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,
收到其他与投资活动有关的现金,,"60,328,935.02","30,418,355.72",,,,,,,"1,989.00"
四(2)、其他原因对现金的影响,,,,,,,,,,
投资活动现金流入小计,"15,281,908.47","62,114,871.83","31,540,215.62",,"3,723,575.94","3,723,575.94","3,811,385.94",,530.00,"677,034.94"
五、现金及现金等价物净增加额,"97,194,763.07","-75,673,249.40","16,421,752.60","-117,766,316.57","297,636,935.71","-77,781,509.56","101,937,078.80","-48,390,609.20","-144,366,369.23","-210,906,899.22"
购建固定资产、无形资产和其他长期资产支付的现金,"333,029,831.26","347,806,927.26","151,441,699.27","6,684,253.50","35,296,226.57","92,347,757.79","111,138,031.72","34,653,074.35","56,206,608.93","97,116,631.57"
期初现金及现金等价物余额,"116,526,931.52","213,721,694.59","138,048,445.19","154,470,197.79","154,470,197.79","154,470,197.79","154,470,197.79","256,407,276.59","256,407,276.59","256,407,276.59"
投资支付的现金,,,,,,,,,,
期末现金及现金等价物余额,"213,721,694.59","138,048,445.19","154,470,197.79","36,703,881.22","452,107,133.50","76,688,688.23","256,407,276.59","208,016,667.39","112,040,907.36","45,500,377.37"
