科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"173,620,649.03","228,278,640.90","249,443,094.52","101,603,283.55","173,473,830.11","292,903,469.05","47,341,648.86","138,907,092.35","226,417,876.79","380,106,492.25","84,341,925.11"
二、营业利润,"37,303,264.07","41,708,683.73","50,143,351.35","17,080,931.51","31,479,966.25","60,381,071.18","4,171,891.36","26,902,466.22","43,379,304.41","88,596,531.60","-3,557,943.26"
减:营业成本,"73,965,009.00","112,654,850.78","110,352,835.73","47,375,592.11","80,418,330.62","126,754,355.88","20,990,374.19","56,138,319.86","97,687,498.20","164,018,322.24","53,810,060.86"
加:补贴收入,,,,,,,,,,,
营业税金及附加,"1,887,089.53","1,912,644.69","4,394,832.73","791,320.34","1,645,837.34","3,182,938.19","340,745.65","907,291.06","1,671,377.40","3,815,469.64","793,184.27"
营业外收入,"9,094,512.40","10,116,588.27","12,892,902.62","6,233,856.05","7,612,177.75","10,392,814.19","2,195,676.41","2,678,554.72","5,569,255.71","3,061,907.56",
销售费用,"21,351,868.31","32,981,981.05","35,155,703.27","13,173,967.99","20,876,782.18","39,194,024.01","9,002,935.28","21,839,076.53","33,073,260.85","55,698,315.11","12,155,554.25"
减:营业外支出,"119,503.10","69,540.78","11,319.88","7,384.20","7,384.20","12,413.88","1,900.00","1,900.00","12,754.27",,
管理费用,"34,937,218.49","40,880,226.03","51,050,974.58","23,123,709.58","39,060,107.75","65,137,974.30","14,190,582.65","34,979,175.26","54,826,770.84","90,940,009.18","18,057,761.78"
其中:非流动资产处置净损失,"115,263.10","35,840.78","11,319.88","7,384.20","7,384.20","12,413.88",,,"12,754.27",,
堪探费用,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,
财务费用,"684,347.08","-286,325.46","-5,094,027.02","-1,734,279.14","-2,479,022.42","-5,375,626.52","-106,448.39","838,993.92","2,053,742.67","3,416,664.94","4,771,137.14"
三、利润总额,"46,278,273.37","51,755,731.22","63,024,934.09","23,307,403.36","39,084,759.80","70,761,471.49","6,365,667.77","29,579,120.94","48,935,805.85","91,658,439.16","-3,557,943.26"
资产减值损失,"3,491,852.55","-1,573,419.92","3,439,423.88","1,792,041.16","2,471,828.39","3,628,732.01","-1,248,431.88","1,539,117.99","1,276,955.04","1,814,088.76","-803,143.26"
减:所得税,"7,051,478.86","8,215,042.19","9,556,613.29","4,047,500.13","6,725,412.19","10,350,207.12","904,940.51","4,681,999.65","7,909,568.87","12,146,974.67","29,781.06"
加:公允价值变动净收益,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,
投资收益,,,,,,,,"650,616.21","2,039,140.41","3,697,246.41",
四、净利润,"39,226,794.51","43,540,689.03","53,468,320.80","19,259,903.23","32,359,347.61","60,411,264.37","5,460,727.26","24,897,121.29","41,026,236.98","79,511,464.49","-3,587,724.32"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,
归属于母公司所有者的净利润,"39,226,794.51","43,540,689.03","53,468,320.80","19,259,903.23","32,359,347.61","60,411,264.37","5,460,727.26","24,897,121.29","41,026,236.98","79,511,464.49","-3,587,724.32"
影响营业利润的其他科目,,,,,,,,,,,
少数股东损益,,,,,,,,,,,
