科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"119,386,689.61","182,575,817.27","136,965,066.56","84,292,208.54","411,946,825.39","176,232,047.79","189,822,117.13","204,088,463.15","335,942,743.69","252,253,298.75","919,893,001.19","489,310,473.84","425,809,433.18","571,183,604.50","549,695,389.79"
短期借款,"112,900,000.00","253,000,000.00","280,000,000.00","336,000,000.00","357,200,000.00","393,065,983.53","512,254,534.56","560,555,201.23","856,243,040.29","1,063,323,040.29","1,098,323,040.29","1,184,767,839.06","1,372,080,000.00","1,611,194,458.21","1,692,501,412.09"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,"415,476,300.00"
应收票据,,,"400,000.00","1,300,000.00","496,900.00","2,050,000.00","1,570,000.00","953,227.29","3,555,348.56","5,702,670.33","7,605,240.56","7,453,700.47","7,549,134.11","15,451,837.60","27,011,356.04"
应付票据,"3,721,800.00",,"12,453,966.80","6,000,000.00",,,"4,707,243.00","48,777,788.00","48,652,838.00","33,016,878.00","16,934,585.00","2,500,000.00","7,701,320.00","8,736,320.00","135,000.00"
应收账款,"190,008,146.86","288,574,824.27","373,456,387.02","413,840,824.00","446,317,727.29","489,409,778.75","569,857,900.14","610,271,923.61","661,448,696.78","856,049,859.05","924,910,961.34","1,213,695,817.53","1,305,981,372.59","1,685,125,608.14","1,867,264,659.75"
应付账款,"132,620,675.90","138,657,865.66","164,179,054.23","198,058,291.09","207,765,088.47","137,641,941.94","80,434,760.29","103,664,049.43","128,111,478.39","164,985,349.38","193,717,747.30","263,839,964.54","264,973,596.52","431,964,410.63","355,587,417.26"
预付款项,"29,881,781.88","25,029,461.63","34,624,886.59","39,786,458.33","73,006,958.39","77,788,968.80","40,771,988.58","97,791,578.96","123,810,560.86","142,595,144.74","104,715,888.84","177,813,650.32","156,588,853.26","205,514,212.86","138,030,755.48"
预收款项,"6,657,894.54","13,706,069.44","11,134,906.38","15,684,263.03","17,716,134.80","17,111,647.12","14,263,651.34","26,831,195.61","25,582,894.52","21,546,253.81","34,359,486.14","46,543,868.73","37,238,626.88","68,871,207.57","73,146,314.51"
其他应收款,"5,841,627.17","8,354,118.59","11,513,776.85","9,599,120.68","9,103,357.98","9,767,676.90","9,405,918.57","31,334,809.39","12,863,547.86","33,066,971.18","79,481,651.50","53,343,903.71","65,637,071.83","71,123,613.56","77,110,475.03"
应付职工薪酬,"5,093,269.95","5,624,183.00","15,380,102.95","6,110,004.36","11,585,945.03","15,352,146.76","28,036,433.74","10,506,176.85","11,032,240.89","18,626,018.53","37,034,648.02","12,604,848.91","19,551,833.25","29,510,453.80","44,144,338.79"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"10,903,957.96","17,658,639.32","22,623,006.39","15,589,152.20","13,515,009.53","18,009,586.56","37,056,306.74","33,218,516.79","14,995,371.19","21,009,049.71","43,835,827.98","40,929,091.05","42,486,325.85","78,981,257.43","96,891,597.90"
应收利息,,,,,,,,,,,,,,,
应付利息,"252,193.14","531,723.51","604,247.19","740,396.75","731,667.34","742,986.33","921,614.04","934,342.40","1,409,376.64","1,816,489.78","2,314,942.41","2,163,350.32","2,303,774.13","6,058,193.25","20,295,097.37"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,"22,467.46",,,,,,,,,,"15,000,000.00","15,000,000.00"
存货,"175,718,380.93","177,481,442.53","240,734,763.15","307,783,461.05","299,254,707.43","413,063,680.59","395,521,654.75","429,635,511.80","454,252,918.23","582,589,947.39","674,211,737.93","740,152,054.59","769,693,608.11","962,806,046.12","1,040,823,431.17"
其他应付款,"2,806,300.38","3,223,374.15","8,512,080.71","10,555,513.40","15,767,797.88","11,353,614.03","13,836,187.74","52,630,357.92","41,523,039.00","190,535,800.79","145,405,697.48","317,281,605.45","120,821,547.03","621,301,327.69","319,494,422.24"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,"7,324,000.00"
