科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"904,115,718.53","1,067,441,025.17","1,065,199,293.78","555,075,593.94",,"1,260,685,233.11","369,310,056.15","747,857,656.56","1,006,193,860.00","1,121,057,216.74","413,047,094.18"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,
收到的税费返还,"11,024.50",,,,,,,,,"8,842.42",
支付其他与投资活动有关的现金,,,"1,484,307.55",,,,,,,,
收到其他与经营活动有关的现金,"30,412,484.73","39,261,620.42","49,115,987.47","25,376,919.06",,"41,012,568.18","8,466,696.72","37,324,653.20","55,153,695.78","51,390,044.21","7,504,274.30"
投资活动现金流出小计,"249,693,638.23","158,891,193.68","222,935,202.19","32,538,204.76",,"214,478,111.19","199,668,209.33","359,882,651.22","488,586,418.39","378,873,687.75","431,062,857.36"
经营活动现金流入小计,"934,539,227.76","1,106,702,645.59","1,114,315,281.25","580,452,513.00",,"1,301,697,801.29","377,776,752.87","785,182,309.76","1,061,347,555.78","1,172,456,103.37","420,551,368.48"
投资活动产生的现金流量净额,"-149,493,827.46","-52,324,346.53","-58,977,814.69","-19,957,040.10","-73,601,717.90","-108,392,398.41","-197,791,440.92","-292,030,734.55","-253,267,209.84","-203,191,392.15","-374,791,674.88"
购买商品、接受劳务支付的现金,"598,279,963.60","677,756,785.19","631,067,932.41","350,448,232.45",,"774,036,409.68","259,928,345.84","532,702,061.40","694,464,858.29","725,636,481.07","326,495,082.46"
吸收投资收到的现金,,,,,,"686,520,000.00",,,,"3,453,173.39",
支付给职工以及为职工支付的现金,"104,609,523.85","123,717,994.29","131,108,897.54","69,140,600.77",,"154,627,973.70","37,165,658.97","83,000,171.29","129,148,437.73","175,193,269.21","51,690,728.04"
