科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"304,931,369.93","231,947,245.87","382,628,935.76",,"131,922,963.94","162,641,813.65","341,221,171.16","103,787,096.82","213,792,458.62","237,686,470.63","485,568,867.41"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"62,598,699.23","99,910,686.82"
收到的税费返还,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,"100,000,000.00",,,,"1,392,388.39"
收到其他与经营活动有关的现金,"10,484,570.36","13,079,941.42","44,025,921.06",,"8,114,614.02","36,993,301.87","11,647,187.16","17,769,875.47","24,053,877.64","50,305,632.46","16,852,120.35"
投资活动现金流出小计,"7,309,800.55","6,365,024.57","3,295,845.81",,"2,441,003.50","2,645,127.28","107,715,326.91","76,372.39","2,197,105.48","65,394,785.30","114,032,534.39"
经营活动现金流入小计,"315,415,940.29","245,027,187.29","426,654,856.82",,"140,037,577.96","199,635,115.52","352,868,358.32","121,556,972.29","237,846,336.26","287,992,103.09","502,420,987.76"
投资活动产生的现金流量净额,"-7,307,547.55","-5,702,607.48","-3,057,131.45","-1,041,600.00","-2,440,362.47","-2,644,377.28","-79,051,162.35","134,016,974.48","145,717,967.58","82,520,287.76","46,795,138.32"
购买商品、接受劳务支付的现金,"223,146,933.95","255,111,453.91","263,061,488.98",,"120,103,929.85","181,903,362.28","241,449,139.81","181,728,917.68","264,121,478.40","380,118,613.35","443,502,053.87"
吸收投资收到的现金,,,,,,"363,779,465.50","363,779,465.50",,,,
支付给职工以及为职工支付的现金,"17,631,526.28","19,157,723.13","17,545,338.17",,"11,710,747.85","12,768,603.13","21,992,370.40","10,791,701.58","17,691,936.87","24,352,610.32","39,914,181.69"
取得借款收到的现金,"463,000,000.00","311,000,000.00","286,600,000.00",,"301,000,000.00","381,000,000.00","686,000,000.00","80,000,000.00","130,000,000.00","244,500,000.00","322,500,000.00"
支付的各项税费,"42,737,707.50","29,544,579.25","41,622,735.34",,"18,877,679.43","31,181,497.66","35,951,281.88","2,636,825.61","13,378,225.31","20,812,080.21","25,940,212.18"
收到其他与筹资活动有关的现金,,,,,,,,,,,"5,315,200.84"
