科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"189,341,595.48","240,559,707.62","331,146,985.42","196,790,509.68","281,976,008.82","383,159,701.19","110,344,153.60","216,247,571.95","326,186,828.90","435,849,834.70","124,944,479.16","296,582,459.33"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,"139,933,697.59"
收到的税费返还,,,,,,,,"2,850.00","16,477.67",,,"1,397,068.41"
支付其他与投资活动有关的现金,,,,,,,,"130,000,000.00","255,000,000.00","310,000,000.00","67,700,000.00","62,880,000.00"
收到其他与经营活动有关的现金,"8,052,260.55","5,618,551.94","25,337,977.29","11,895,931.94","24,252,610.77","25,309,014.17","2,136,370.47","5,563,069.48","18,338,973.09","11,071,162.75","822,738.46","15,527,051.48"
投资活动现金流出小计,"35,537,889.52","44,233,431.81","56,443,983.86","34,588,241.49","63,190,155.70","82,953,514.30","19,195,113.55","165,162,926.59","351,531,606.98","447,730,550.72","88,856,048.70","268,426,381.48"
经营活动现金流入小计,"197,393,856.03","246,178,259.56","356,484,962.71","208,686,441.62","306,228,619.59","408,468,715.36","112,480,524.07","221,813,491.43","344,542,279.66","446,920,997.45","125,767,217.62","313,506,579.22"
投资活动产生的现金流量净额,"-34,504,189.52","-44,137,139.74","-56,236,299.56","-34,448,380.67","-63,034,482.91","-82,797,841.51","-19,195,113.55","-83,347,384.14","-147,530,087.81","-160,871,398.18","-21,444,733.63","-154,804,018.46"
购买商品、接受劳务支付的现金,"109,230,890.42","131,392,103.89","176,616,842.05","108,243,101.40","158,661,299.29","202,109,482.01","73,236,947.38","132,228,392.14","202,869,896.29","286,528,484.37","80,752,128.56","198,105,496.40"
吸收投资收到的现金,,"50,000,000.00","90,000,000.00",,,,"235,314,300.00","235,314,300.00","235,314,300.00","235,314,300.00",,
支付给职工以及为职工支付的现金,"26,553,972.43","31,481,474.10","37,344,303.09","25,120,132.32","34,774,164.49","47,872,770.95","17,282,448.15","29,546,245.45","43,903,959.77","58,588,725.34","20,284,536.76","39,618,484.19"
取得借款收到的现金,"121,880,000.00","75,880,000.00","17,000,000.00","15,000,000.00","46,980,000.00","46,980,000.00","2,000,000.00","2,000,000.00","2,000,000.00","12,000,000.00","145,200,000.00","168,800,000.00"
支付的各项税费,"17,581,138.25","20,453,283.03","33,252,710.84","19,307,659.72","26,576,139.87","38,066,091.90","11,328,592.06","18,599,201.16","24,962,053.47","29,706,723.86","13,373,235.63","26,424,632.93"
收到其他与筹资活动有关的现金,"23,533,983.52",,"4,090,500.00",,,,,,"5,454,000.00",,,
支付其他与经营活动有关的现金,"19,865,023.47","35,064,667.73","56,599,801.36","29,515,573.85","38,681,197.04","48,377,460.63","11,204,896.53","45,457,625.78","57,370,352.28","57,260,576.41","13,278,677.29","50,024,704.02"
筹资活动现金流入小计,"145,413,983.52","125,880,000.00","111,090,500.00","15,000,000.00","46,980,000.00","46,980,000.00","237,314,300.00","237,314,300.00","242,768,300.00","247,314,300.00","145,200,000.00","168,800,000.00"
经营活动现金流出小计,"173,231,024.57","218,391,528.75","303,813,657.34","182,186,467.29","258,692,800.69","336,425,805.49","113,052,884.12","225,831,464.53","329,106,261.81","432,084,509.98","127,688,578.24","314,173,317.54"
偿还债务支付的现金,"111,880,000.00","94,880,000.00","69,880,000.00","10,000,000.00","21,000,000.00","21,000,000.00","2,000,000.00","35,980,000.00","35,980,000.00","35,980,000.00","2,000,000.00","2,000,000.00"
经营活动产生的现金流量净额,"24,162,831.46","27,786,730.81","52,671,305.37","26,499,974.33","47,535,818.90","72,042,909.87","-572,360.05","-4,017,973.10","15,436,017.85","14,836,487.47","-1,921,360.62","-666,738.32"
分配股利、利润或偿还利息支付的现金,"9,821,604.13","7,048,075.61","2,479,597.88","253,013.86","659,633.24","1,123,646.01","43,258.33","21,275,140.32","21,297,373.64","23,108,024.33","658,414.15","2,644,636.74"
收回投资收到的现金,,,,,,,,,,,,
