科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"885,666,459.22","1,118,886,669.19","1,002,521,175.87","414,700,945.69","618,787,526.94","1,028,104,633.51","287,054,685.59","456,829,999.37","652,751,704.32"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,
收到的税费返还,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,
收到其他与经营活动有关的现金,"49,087,269.24","32,613,274.16","57,970,746.62","12,746,327.11","34,164,336.65","32,214,125.74","11,471,118.59","27,390,989.32","40,673,622.02"
投资活动现金流出小计,"109,631,614.08","64,408,565.53","68,046,103.12","14,493,305.06","26,063,609.10","947,807,962.71","766,444,108.01","1,463,633,908.37","1,921,775,418.39"
经营活动现金流入小计,"934,753,728.46","1,151,499,943.35","1,060,491,922.49","427,447,272.80","652,951,863.59","1,060,318,759.25","298,525,804.18","484,220,988.69","693,425,326.34"
投资活动产生的现金流量净额,"-109,295,110.78","-64,345,579.78","-67,531,146.97","-14,422,078.97","-25,992,383.01","-947,689,736.62","-12,303,505.27","860,040,032.43","422,054,458.36"
购买商品、接受劳务支付的现金,"525,772,354.85","743,684,468.57","686,320,954.04","277,571,422.60","375,631,189.70","627,979,220.99","203,508,466.44","318,371,210.04","419,110,691.09"
吸收投资收到的现金,,"24,771,686.35",,,"40,000,000.00","1,034,408,000.00",,,
支付给职工以及为职工支付的现金,"34,056,515.20","43,352,843.11","55,024,466.10","32,380,903.52","43,528,899.13","57,590,434.43","18,875,747.95","32,867,330.88","47,402,176.11"
取得借款收到的现金,,,"80,000,000.00",,,,,,
支付的各项税费,"68,703,541.84","74,253,903.44","76,247,285.38","38,755,657.53","60,469,230.03","84,111,199.07","28,704,758.61","51,205,096.81","68,272,100.78"
收到其他与筹资活动有关的现金,,,,,"994,408,000.00",,,"10,890,000.00",
支付其他与经营活动有关的现金,"15,900,495.33","17,107,539.62","29,256,584.70","11,437,697.21","32,628,349.50","28,224,076.53","24,538,323.71","33,395,578.71","38,526,556.11"
筹资活动现金流入小计,,"24,771,686.35","80,000,000.00",,"1,034,408,000.00","1,034,408,000.00",,"10,890,000.00",
经营活动现金流出小计,"644,432,907.22","878,398,754.74","846,849,290.22","360,145,680.86","512,257,668.36","797,904,931.02","275,627,296.71","435,839,216.44","573,311,524.09"
偿还债务支付的现金,"60,240,000.00","38,240,000.00","6,300,000.00","1,000,000.00","51,000,000.00","51,000,000.00",,"28,000,000.00","28,000,000.00"
经营活动产生的现金流量净额,"290,320,821.24","273,101,188.61","213,642,632.27","67,301,591.94","140,694,195.23","262,413,828.23","22,898,507.47","48,381,772.25","120,113,802.25"
分配股利、利润或偿还利息支付的现金,"73,959,217.46","218,830,548.11","98,290,019.48","122,178,662.50","123,163,825.00","123,561,439.58","349,125.00","112,387,916.67","112,387,916.67"
收回投资收到的现金,,,,,,,"750,000,000.00","2,310,000,000.00","2,330,000,000.00"
支付其他与筹资活动有关的现金,,,,,"220,000.00","7,678,978.93","500,000.00",,
取得投资收益收到的现金,"319,303.30","37,685.75","118,710.15","71,226.09","71,226.09","71,226.09","4,140,602.74","13,673,780.80","13,806,376.75"
筹资活动现金流出小计,"134,199,217.46","257,070,548.11","104,590,019.48","123,178,662.50","174,383,825.00","182,240,418.51","849,125.00","140,387,916.67","140,387,916.67"
处置固定资产、无形资产和其他长期资产收回的现金净额,"17,200.00","25,300.00","396,246.00",,,"47,000.00",,160.00,"23,500.00"
筹资活动产生的现金流量净额,"-134,199,217.46","-232,298,861.76","-24,590,019.48","-123,178,662.50","860,024,175.00","852,167,581.49","-849,125.00","-129,497,916.67","-140,387,916.67"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,
投资活动现金流入小计,"336,503.30","62,985.75","514,956.15","71,226.09","71,226.09","118,226.09","754,140,602.74","2,323,673,940.80","2,343,829,876.75"
五、现金及现金等价物净增加额,"46,826,493.00","-23,543,252.93","121,521,465.82","-70,299,149.53","974,725,987.22","166,891,673.10","9,745,877.20","778,923,888.01","401,780,343.94"
购建固定资产、无形资产和其他长期资产支付的现金,"109,631,614.08","64,408,565.53","68,046,103.12","14,493,305.06","26,063,609.10","47,807,962.71","6,444,108.01","23,633,908.37","46,775,418.39"
期初现金及现金等价物余额,"87,757,930.84","134,584,423.84","111,041,170.91","232,562,636.73","232,562,636.73","232,562,636.73","399,454,309.83","399,454,309.83","399,454,309.83"
投资支付的现金,,,,,,"900,000,000.00","760,000,000.00","1,440,000,000.00","1,875,000,000.00"
期末现金及现金等价物余额,"134,584,423.84","111,041,170.91","232,562,636.73","162,263,487.20","1,207,288,623.95","399,454,309.83","409,200,187.03","1,178,378,197.84","801,234,653.77"
