科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"116,811,867.56","93,148,597.54","95,136,985.44","95,509,133.96","106,856,466.97","180,094,950.82","144,973,311.28","167,390,409.37","174,051,229.81"
短期借款,"32,000,000.00","20,000,000.00",,"15,000,000.00","55,000,000.00","22,000,000.00","7,000,000.00","47,000,000.00","47,000,000.00"
交易性金融资产,,,,,,,,,
交易性金融负债,,,,,,,,,
应收票据,,"3,225,566.93","3,964,973.00",,"200,000.00","382,476.00","94,000.00","94,000.00","1,227,127.90"
应付票据,"33,117,000.20","12,476,112.00","10,553,794.00","30,628,474.00","23,119,797.00","33,628,067.00","53,358,780.00","75,376,530.00","114,509,768.00"
应收账款,"176,266,777.81","170,338,467.13","217,977,344.67","201,931,442.70","230,652,036.51","247,885,040.13","320,702,022.91","449,693,262.95","482,922,143.80"
应付账款,"124,074,586.44","113,471,921.37","177,787,252.30","143,459,323.28","168,169,870.52","261,270,909.51","271,064,649.11","566,697,413.99","591,188,049.39"
预付款项,"1,573,059.02","1,652,629.27","834,492.03","2,066,501.93","4,400,680.50","4,512,348.59","18,798,641.30","14,959,479.22","9,826,734.69"
预收款项,"7,411,260.26","2,495,887.83","9,763,659.50","3,459,739.04","2,043,691.99","4,885,335.20","6,540,163.45","5,419,509.67","27,320,878.05"
其他应收款,"2,588,175.52","3,104,498.35","4,744,787.71","6,874,142.19","9,458,578.48","7,534,005.84","16,632,567.10","10,083,769.79","10,302,326.02"
应付职工薪酬,"34,287,420.46","19,726,989.39","8,518,355.40","4,163,876.78","3,993,520.93","9,568,018.54","3,972,944.96","4,590,659.26","8,267,175.51"
应收关联公司款,,,,,,,,,
应交税费,"14,750,830.01","12,988,384.07","9,317,826.04","3,173,877.54","5,484,644.17","7,895,822.69","6,357,566.42","9,794,319.66","7,210,580.45"
应收利息,,,,,,,,,
应付利息,"32,168.89","38,988.88",,,"199,333.33",,"29,027.78","149,444.44","259,013.88"
应收股利,,,,,,,,,
应付股利,,,,,,,,,
存货,"70,676,135.57","20,803,105.92","11,233,485.74","21,564,049.09","41,150,672.74","42,870,043.63","102,833,458.81","236,261,106.83","216,959,801.21"
