科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"387,220,714.74","437,167,108.49","496,414,401.23","96,050,776.49","243,720,682.47","390,377,460.66","548,871,062.36","100,327,355.86","227,769,099.62","364,777,879.11","515,419,906.15","116,062,732.46","288,337,793.24","447,851,370.18"
二、营业利润,"65,727,733.36","76,679,561.96","86,146,975.33","16,223,735.59","40,237,094.05","73,658,209.87","97,370,273.23","16,653,773.09","38,027,043.66","63,623,220.93","85,252,465.55","16,721,058.10","44,094,804.74","59,417,187.39"
减:营业成本,"250,021,412.85","277,345,316.82","317,549,151.28","60,747,601.65","164,098,298.81","260,476,113.48","365,403,616.76","62,560,117.37","144,726,140.52","230,953,670.05","322,646,543.05","73,869,611.77","182,702,382.86","291,129,382.58"
加:补贴收入,,,,,,,,,,,,,,
营业税金及附加,"3,686,043.88","4,676,524.12","4,931,498.11","1,031,385.32","2,506,569.59","3,733,300.15","5,028,791.98","1,340,018.16","2,487,963.80","3,514,630.71","5,831,620.53","1,031,507.57","2,949,714.09","4,276,471.55"
营业外收入,"2,372,052.24","1,570,824.58","1,137,797.95",345.00,"2,300,101.99","2,319,933.33","3,924,400.02","162,320.50","2,840,688.15","7,861,997.94","10,449,723.35","525,944.24","2,415,224.65","3,113,413.94"
销售费用,"26,941,012.61","27,774,371.63","30,453,636.79","6,802,680.22","15,091,200.47","23,848,662.22","36,819,674.99","8,567,900.57","18,880,266.21","29,665,159.98","46,805,351.95","9,743,780.80","24,022,533.41","36,899,492.10"
减:营业外支出,"65,867.95","292,576.20","173,497.28",717.05,"228,793.00","341,513.39","699,960.81","140,465.66","175,837.35","324,017.37","491,061.20","17,726.12","237,636.47","1,617,180.68"
管理费用,"36,218,610.84","45,474,321.84","51,826,611.03","12,912,235.78","27,827,165.94","42,157,913.48","62,363,320.64","14,487,644.67","30,974,182.33","47,984,714.17","71,242,070.80","16,888,674.96","36,495,602.04","57,589,658.14"
其中:非流动资产处置净损失,"29,450.95","158,884.04","26,356.60",,"75,131.27",,"173,315.65",,,,"306,863.86",,,
堪探费用,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,
财务费用,"2,987,200.86","5,683,235.73","4,213,048.71","-819,504.91","-1,292,155.21","-5,349,249.69","-7,849,146.76","-291,419.59","-1,963,797.05","-3,314,805.46","-7,013,743.35","349,086.86","2,924,819.41","5,733,083.39"
三、利润总额,"68,033,917.65","77,957,810.34","87,111,276.00","16,223,363.54","42,308,403.04","75,636,629.81","100,594,712.44","16,675,627.93","40,691,894.46","71,161,201.50","95,211,127.70","17,229,276.22","46,272,392.92","60,913,420.65"
资产减值损失,"1,638,700.34","-466,223.61","1,191,003.98","-16,525.47","-101,996.52","135,699.10","1,022,671.99","-148,406.25","-43,377.11","133,615.75","950,350.59","22,203.94","118,359.49","328,863.03"
减:所得税,"12,771,807.72","14,455,954.37","19,296,757.68","2,670,470.26","-786,700.80","5,636,684.69","9,271,838.46","2,544,170.08","5,556,556.24","11,073,781.04","16,547,734.96","3,104,872.79","8,154,813.58","11,082,298.81"
加:公允价值变动净收益,,,"-688,436.00","282,960.00","731,231.00","504,167.00","688,436.00",,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,
投资收益,,,"585,960.00","547,871.69","3,914,263.66","7,779,020.95","10,599,704.47","2,842,272.16","5,319,322.74","7,782,327.02","10,294,752.97","2,563,191.54","4,970,422.80","7,522,768.00"
四、净利润,"55,262,109.93","63,501,855.97","67,814,518.32","13,552,893.28","43,095,103.84","69,999,945.12","91,322,873.98","14,131,457.85","35,135,338.22","60,087,420.46","78,663,392.74","14,124,403.43","38,117,579.34","49,831,121.84"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"55,609,399.61","63,585,726.33","67,819,980.19","13,553,404.58","43,096,373.99","70,001,574.15","91,324,898.67","14,131,897.72","35,333,841.65","60,404,553.90","79,249,982.51","14,853,030.29","39,580,618.78","52,406,984.76"
影响营业利润的其他科目,,,,,,,,,,,,,,
少数股东损益,"-347,289.68","-83,870.36","-5,461.87",-511.30,"-1,270.15","-1,629.03","-2,024.69",-439.87,"-198,503.43","-317,133.44","-586,589.77","-728,626.86","-1,463,039.44","-2,575,862.92"
