科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"20,104,305.42","19,660,859.20","116,497,364.70","102,398,814.50","451,038,165.35","308,652,229.62","299,734,140.67","306,371,939.89","256,529,225.54","192,863,401.68","212,725,655.32","424,618,081.03","658,985,087.05","1,364,525,680.88"
短期借款,"21,000,000.00",,"10,000,000.00","5,000,000.00","5,000,000.00",,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,
应收票据,"13,597,114.11","37,073,737.57","42,152,424.18","32,454,043.31","29,701,258.26","102,443,286.65","108,869,851.98","67,275,181.97","59,180,357.60","324,309,180.24","365,872,760.54","154,108,655.24","237,304,642.43","431,466,025.33"
应付票据,"533,282.73","18,641,408.71","131,569,908.65","105,026,415.01","210,872,943.69","243,618,658.89","223,203,353.52","375,794,762.28","468,093,353.59","446,732,673.68","348,820,599.18","336,014,276.00","607,445,250.52","1,131,090,989.12"
应收账款,"62,668,395.31","89,444,771.40","93,012,441.94","102,520,407.96","109,141,990.48","116,284,434.97","144,050,684.79","111,590,231.12","145,997,047.98","165,102,545.45","185,680,981.01","177,473,336.88","229,995,698.38","346,169,069.60"
应付账款,"19,349,892.13","63,390,656.26","107,110,899.24","178,483,507.53","129,177,843.10","155,344,490.50","244,697,958.69","268,568,841.80","255,843,426.08","207,806,032.83","285,679,964.61","475,360,728.52","628,937,593.39","1,016,492,862.30"
预付款项,"1,562,212.14","3,464,356.43","5,962,631.41","3,515,241.09","7,164,311.50","4,832,697.41","10,202,565.68","15,086,302.38","22,051,040.77","11,500,707.04","10,553,461.75","10,830,994.68","69,516,877.69","419,374,516.23"
预收款项,"10,760,306.56","34,113,754.58","149,606,069.38","259,994,729.54","245,289,350.88","366,080,267.80","495,950,554.01","452,961,211.71","459,791,057.82","688,071,777.83","772,392,875.15","690,604,475.59","1,116,023,787.69","1,703,904,829.82"
其他应收款,"671,909.35","1,856,124.58","3,897,349.10","4,853,759.90","2,834,275.12","2,243,157.22","2,768,451.46","6,978,591.04","43,919,094.60","39,421,628.03","4,371,591.61","10,501,908.03","13,023,966.26","11,283,879.47"
应付职工薪酬,"4,003,969.13","5,812,981.09","11,317,250.15","5,902,719.27","6,626,498.91","7,638,483.92","18,207,300.94","10,511,541.96","12,486,875.67","13,720,485.08","32,641,106.21","16,833,880.29","21,864,754.56","27,333,265.52"
应收关联公司款,,,,,,,,,,,,,,
应交税费,"4,684,340.86","15,101,077.62","8,854,178.24","3,928,081.33","836,658.34","13,650,795.72","-2,585,365.12","-36,948,364.01","1,402,383.57","5,079,475.64","22,860,938.05","17,561,461.43","18,891,922.30","28,860,466.16"
应收利息,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,
应付股利,,,,"672,786.18","672,786.18","345,780.00","311,202.00","2,212,992.00","2,212,992.00",,,,,
存货,"59,930,576.86","105,743,270.69","298,906,874.87","398,205,488.97","449,795,803.56","547,572,129.82","654,073,980.61","845,707,843.74","973,882,735.64","1,046,240,757.05","1,026,616,904.97","1,298,960,280.72","1,664,341,130.18","2,636,810,965.13"
其他应付款,"36,764.46","862,688.55","1,856,970.43","746,451.56","3,105,567.82","1,077,333.50","3,073,017.44","4,881,163.91","1,249,102.37","1,284,737.02","4,099,169.96","1,391,977.35","1,903,459.80","613,082,650.41"
其中:消耗性生物资产,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,"10,000,000.00",,,,,,,,,
其他流动资产,,,,,"29,000,000.00","150,500,000.00","288,500,000.00","149,000,000.00","163,500,000.00","76,790,000.00","279,967,327.45","140,351,813.04","232,485,180.80","322,154,053.28"
其他流动负债,,,,,,,,,,,,,,
流动资产合计,"158,534,513.19","257,243,119.87","560,429,086.20","643,947,755.73","1,078,675,804.27","1,232,527,935.69","1,508,199,675.19","1,502,010,090.14","1,665,059,502.13","1,856,228,219.49","2,085,788,682.65","2,216,845,069.62","3,105,652,582.79","5,531,784,189.92"
流动负债合计,"60,368,555.87","137,922,566.81","420,315,276.09","559,754,690.42","611,581,648.92","787,755,810.33","982,858,021.48","1,077,982,149.65","1,201,079,191.10","1,362,695,182.08","1,466,494,653.16","1,537,766,799.18","2,395,066,768.26","4,520,765,063.33"
可供出售金融资产,,,,"48,000,000.00",,,,,,,,,,
长期借款,,,"28,334,891.00","28,334,891.00","18,334,891.00",,,,,,,,"30,000,000.00","40,000,000.00"
持有至到期投资,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,
固定资产,"72,559,328.75","67,892,961.10","64,745,375.35","65,464,490.94","67,474,027.02","155,170,189.81","159,274,281.62","158,176,017.93","165,433,217.26","182,849,701.92","183,698,926.87","183,291,151.93","194,332,723.82","207,405,984.54"
递延所得税负债,,,,,,,,,,,,,,"24,561,132.97"
在建工程,"210,000.00","21,739,482.00","76,155,670.81","88,411,047.76","77,324,916.13","1,414,385.54","1,053,931.59","1,483,692.28","1,440,529.91","10,490,720.12","17,460,721.13","48,857,298.60","71,807,688.71","79,911,083.97"
其他非流动负债,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,
非流动负债合计,,,"28,334,891.00","28,334,891.00","18,334,891.00",,"5,500,000.00","5,500,000.00","5,454,166.67","5,316,666.68","5,179,166.69","5,041,666.70","34,904,166.71","69,327,799.69"
固定资产清理,,,,,,,,,,,,,,
负债合计,"60,368,555.87","137,922,566.81","448,650,167.09","588,089,581.42","629,916,539.92","787,755,810.33","988,358,021.48","1,083,482,149.65","1,206,533,357.77","1,368,011,848.76","1,471,673,819.85","1,542,808,465.88","2,429,970,934.97","4,590,092,863.02"
生产性生物资产,,,,,,,,,,,,,,
实收资本(或股本),"51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","68,000,000.00","136,000,000.00","136,000,000.00","408,000,000.00","408,000,000.00","408,000,000.00","408,000,000.00","408,000,000.00","408,000,000.00","440,137,075.00"
油气资产,,,,,,,,,,,,,,
资本公积,"110,876,261.89","110,876,261.89","110,876,261.89","110,876,261.89","422,918,992.29","354,918,992.29","354,918,992.29","82,918,992.29","82,918,992.29","82,918,992.29","82,918,992.29","82,918,992.29","82,918,992.29","1,404,659,215.81"
无形资产,"35,532,492.25","35,034,460.61","34,381,980.84","33,936,503.84","33,503,295.61","33,111,571.36","33,422,626.56","109,355,589.13","108,929,585.92","108,104,635.23","107,005,546.96","105,955,703.20","104,969,890.75","167,850,998.84"
盈余公积,"4,885,767.94","8,695,239.62","15,310,647.64","15,310,647.64","15,310,647.64","15,310,647.64","29,931,390.21","29,931,390.21","29,931,390.21","29,931,390.21","59,057,368.95","59,057,368.95","59,057,368.95","59,057,368.95"
开发支出,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,"1,092,335,348.25"
未分配利润,"39,760,769.25","73,415,955.26","109,875,036.58","114,758,640.65","136,257,678.97","143,264,910.24","207,368,851.39","181,216,806.42","227,678,796.74","285,591,175.63","394,094,956.15","484,796,957.77","520,037,993.94","619,640,003.78"
长期待摊费用,,,,"275,333.33","15,425,815.79","15,026,278.10","14,626,740.41","14,523,949.09","14,199,701.79","16,780,130.13","16,382,968.61","17,482,442.28","17,344,399.86","26,423,082.37"
少数股东权益,,,,,,,,,,,,,,
递延所得税资产,"55,020.76",,,,,,,,,,"5,408,291.02","5,150,119.26","5,878,004.22","7,875,838.67"
外币报表折算价差,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,
非流动资产合计,"108,356,841.76","124,666,903.71","175,283,027.00","236,087,375.87","193,728,054.55","204,722,424.81","208,377,580.18","283,539,248.43","290,003,034.88","318,225,187.40","329,956,454.59","360,736,715.27","394,332,707.36","1,581,802,336.64"
所有者权益(或股东权益)合计,"206,522,799.08","243,987,456.77","287,061,946.11","291,945,550.18","642,487,318.90","649,494,550.17","728,219,233.89","702,067,188.92","748,529,179.24","806,441,558.13","944,071,317.39","1,034,773,319.01","1,070,014,355.18","2,523,493,663.54"
资产总计,"266,891,354.95","381,910,023.58","735,712,113.20","880,035,131.60","1,272,403,858.82","1,437,250,360.50","1,716,577,255.37","1,785,549,338.57","1,955,062,537.01","2,174,453,406.89","2,415,745,137.24","2,577,581,784.89","3,499,985,290.15","7,113,586,526.56"
