科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"2,083,530,562.38","2,895,484,874.49","2,911,795,929.29","545,816,008.86","1,298,663,927.44","2,210,940,301.68","3,452,078,238.61","633,240,435.19","1,495,430,902.06","2,268,649,812.44","3,241,741,908.14","892,967,094.42","1,713,900,603.32","3,318,043,173.44","4,042,146,913.93"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"421,500,000.00"
收到的税费返还,"2,983,138.52","1,115,365.46","4,628,089.49",,"145,456.71","145,456.71","3,998,836.03","556,258.10",,"4,006,019.60","6,141,813.89","1,133,622.00","3,029,874.29","4,754,579.25","1,763,653.43"
支付其他与投资活动有关的现金,"242,000,000.00","180,050,000.00","10,000,000.00",,,,"18,000,000.00",,,,,,"4,940,000.00","4,940,000.00","24,115,000.00"
收到其他与经营活动有关的现金,"65,499,636.40","57,897,656.45","122,930,803.21","36,116,296.16","115,634,029.78","178,244,169.10","117,461,474.48","80,255,944.25","187,542,070.39","222,408,891.68","231,636,491.09","105,656,134.76","232,321,447.99","469,160,452.42","302,617,593.28"
投资活动现金流出小计,"297,262,436.94","228,367,714.42","121,931,938.65","10,798,624.08","26,991,708.14","43,316,433.24","96,296,043.29","22,978,850.71","77,053,522.53","98,293,113.56","170,446,812.29","32,046,823.02","117,076,097.64","538,794,773.21","843,133,528.01"
经营活动现金流入小计,"2,152,013,337.30","2,954,497,896.40","3,039,354,821.99","581,932,305.02","1,414,443,413.93","2,389,329,927.49","3,573,538,549.12","714,052,637.54","1,682,972,972.45","2,495,064,723.72","3,479,520,213.12","999,756,851.18","1,949,251,925.60","3,791,958,205.11","4,346,528,160.64"
投资活动产生的现金流量净额,"-32,606,939.00","-25,025,846.43","-108,851,109.39","-10,796,124.08","-26,989,208.14","-43,263,933.24","-94,880,606.54","-4,978,850.71","-74,221,522.53","-95,461,113.56","-147,228,894.01","-30,413,697.52","-115,442,972.14","-537,179,782.30","-816,918,920.50"
购买商品、接受劳务支付的现金,"1,798,143,538.26","2,491,857,703.36","2,570,784,424.06","939,122,441.04","1,777,691,827.78","2,510,673,583.73","3,050,461,857.51","844,578,163.82","1,754,552,888.93","2,329,523,330.15","3,002,202,116.23","1,058,452,965.79","2,074,692,678.45","3,233,112,816.97","3,350,326,079.33"
吸收投资收到的现金,,,,"585,177,500.00","585,177,500.00","585,177,500.00","586,472,500.00",,,"619,999,992.48","620,123,163.57",,,"390,000.00","17,072,550.25"
支付给职工以及为职工支付的现金,"51,640,169.90","61,865,517.46","69,715,140.29","20,737,983.20","40,850,325.30","59,368,618.62","87,402,011.40","25,355,401.29","42,628,841.91","63,807,517.87","98,523,603.48","31,000,282.19","52,271,878.44","107,327,514.19","144,094,412.49"
取得借款收到的现金,"920,400,000.00","883,000,000.00","1,288,241,569.30","286,000,000.00","429,000,000.00","554,000,000.00","738,000,000.00","288,000,000.00","602,000,000.00","879,000,000.00","879,000,000.00","122,000,000.00","828,000,000.00","1,707,000,000.00","1,817,000,000.00"
支付的各项税费,"57,223,806.22","78,537,263.58","89,433,160.62","17,591,537.64","42,843,300.18","66,653,734.55","112,343,175.27","26,373,965.33","61,826,237.97","85,516,217.48","122,608,130.24","24,621,496.41","50,621,106.25","114,498,419.89","138,927,426.03"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,"16,844.16","70,300,000.00"
支付其他与经营活动有关的现金,"168,188,364.32","270,562,777.42","272,666,052.77","60,124,281.93","166,056,464.97","250,941,649.96","375,504,561.91","65,901,177.09","211,870,708.33","368,653,451.00","476,376,977.86","113,683,685.82","284,821,919.63","610,775,457.62","505,364,399.91"
筹资活动现金流入小计,"920,400,000.00","883,000,000.00","1,288,241,569.30","871,177,500.00","1,014,177,500.00","1,139,177,500.00","1,324,472,500.00","288,000,000.00","602,000,000.00","1,498,999,992.48","1,499,123,163.57","122,000,000.00","828,000,000.00","1,707,406,844.16","1,904,372,550.25"
经营活动现金流出小计,"2,075,195,878.70","2,902,823,261.82","3,002,598,777.74","1,037,576,243.81","2,027,441,918.23","2,887,637,586.86","3,625,711,606.09","962,208,707.53","2,070,878,677.14","2,847,500,516.50","3,699,710,827.81","1,227,758,430.21","2,462,407,582.77","4,065,714,208.67","4,138,712,317.76"
偿还债务支付的现金,"871,288,666.32","849,500,000.00","1,313,241,569.30","249,000,000.00","299,000,000.00","464,000,000.00","740,000,000.00","324,000,000.00","422,000,000.00","817,000,000.00","1,023,000,000.00","49,000,000.00","357,000,000.00","1,170,000,000.00","1,455,000,000.00"
经营活动产生的现金流量净额,"76,817,458.60","51,674,634.58","36,756,044.25","-455,643,938.79","-612,998,504.30","-498,307,659.37","-52,173,056.97","-248,156,069.99","-387,905,704.69","-352,435,792.78","-220,190,614.69","-228,001,579.03","-513,155,657.17","-273,756,003.56","207,815,842.88"
分配股利、利润或偿还利息支付的现金,"50,521,842.98","54,409,131.06","62,371,604.96","10,602,893.36","73,613,845.80","40,608,396.53","92,882,470.71","6,795,206.84","53,697,223.82","61,975,871.74","68,295,181.70","13,580,464.21","55,850,331.21","76,111,036.61","90,425,973.81"
收回投资收到的现金,"5,184,733.40",,,,,,,,,,,,,,"24,626,160.00"
支付其他与筹资活动有关的现金,"2,621,292.01",,,"13,068,998.17","12,332,350.00","13,220,433.27","22,663,173.05",,,"1,826,628.91","300,000.00",,,,"75,041,066.63"
取得投资收益收到的现金,,,,,,,,,,,,,,,
筹资活动现金流出小计,"924,431,801.31","903,909,131.06","1,375,613,174.26","272,671,891.53","384,946,195.80","517,828,829.80","855,545,643.76","330,795,206.84","475,697,223.82","880,802,500.65","1,091,595,181.70","62,580,464.21","412,850,331.21","1,246,111,036.61","1,620,467,040.44"
处置固定资产、无形资产和其他长期资产收回的现金净额,"15,526,418.40","20,178,106.22","274,464.85","2,500.00","2,500.00","52,500.00","721,236.75",,,"2,832,000.00","5,090,834.95","1,342,925.50","1,342,925.50","1,565,623.22","1,586,000.93"
筹资活动产生的现金流量净额,"-4,031,801.31","-20,909,131.06","-87,371,604.96","598,505,608.47","629,231,304.20","621,348,670.20","468,926,856.24","-42,795,206.84","126,302,776.18","618,197,491.83","407,527,981.87","59,419,535.79","415,149,668.79","461,295,807.55","283,905,509.81"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,"2,832,000.00",,,,,,
四、汇率变动对现金的影响,"43,475.70","-709,605.71","55,785.78",,"338,647.56",,"640,646.38",,,,"1,006,539.54",,,,"-349,409.45"
收到其他与投资活动有关的现金,"243,944,346.14","183,163,761.77","12,806,364.41",,,,"694,200.00","18,000,000.00",,,"18,127,083.33","290,200.00","290,200.00","49,367.69","2,446.58"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
