科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"470,434,608.58","572,234,612.39","566,859,734.91","291,516,430.66","441,410,769.75","607,110,166.79","147,694,111.51","309,888,832.13","503,947,310.03","706,553,329.80","195,308,198.37","388,818,927.53"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,
收到的税费返还,"23,264,823.95","26,421,103.38","21,733,994.89","8,511,111.88","15,048,723.77","16,628,284.72","10,621,715.99","15,436,073.17","19,313,243.41","24,983,548.15","10,147,638.26","18,300,028.95"
支付其他与投资活动有关的现金,"237,000,000.00","272,000,000.00","70,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","80,000,000.00","145,000,000.00","350,000,000.00","615,000,000.00","142,500,000.00","303,500,000.00"
收到其他与经营活动有关的现金,"10,257,779.89","18,843,770.06","11,456,564.38","8,371,700.54","10,863,502.10","13,926,340.26","47,903,398.90","52,029,458.55","53,419,499.26","57,501,303.74","12,031,801.24","13,692,295.40"
投资活动现金流出小计,"249,377,632.82","312,314,196.34","132,525,209.76","16,677,594.19","19,421,159.23","23,278,511.64","85,192,248.67","151,643,128.62","381,050,794.86","684,405,104.48","172,321,302.59","345,134,373.90"
经营活动现金流入小计,"503,957,212.42","617,499,485.83","600,050,294.18","308,399,243.08","467,322,995.62","637,664,791.77","206,219,226.40","377,354,363.85","576,680,052.70","789,038,181.69","217,487,637.87","420,811,251.88"
投资活动产生的现金流量净额,"-33,480,797.64","-60,564,325.04","3,953,556.77","3,933,461.37","1,190,446.33","-2,504,906.08","-79,942,248.67","-111,239,263.87","-203,965,725.40","-234,806,274.69","4,318,433.32","-24,380,027.68"
购买商品、接受劳务支付的现金,"383,608,849.72","452,192,870.07","443,651,744.80","224,456,158.10","334,827,217.78","453,566,293.92","128,831,869.68","274,214,327.40","410,187,282.51","566,813,378.93","177,317,633.00","338,430,105.01"
吸收投资收到的现金,,,,,,"210,250,000.00","7,936,000.00","7,936,000.00","7,936,000.00","7,936,000.00",,
支付给职工以及为职工支付的现金,"29,038,241.25","33,292,649.35","38,720,185.66","22,362,537.67","32,712,695.13","44,876,605.46","12,168,758.35","26,110,465.72","39,232,998.13","50,523,715.57","13,422,768.65","29,711,404.53"
取得借款收到的现金,"68,675,850.00","6,596,900.00","500,000.00",,,,,,,,,
支付的各项税费,"10,513,520.46","4,436,619.45","11,575,335.89","5,643,062.56","10,020,236.32","12,845,459.16","5,307,257.61","8,971,778.62","13,601,693.54","12,908,414.64","2,884,764.22","5,442,957.04"
收到其他与筹资活动有关的现金,,"29,700,000.00",,,,,,,,,,
支付其他与经营活动有关的现金,"35,958,228.30","42,401,744.46","43,014,989.10","58,119,362.39","73,537,758.91","89,254,835.94","18,359,091.50","24,145,041.93","29,899,060.02","57,216,638.16","18,318,176.48","30,242,627.60"
筹资活动现金流入小计,"68,675,850.00","36,296,900.00","500,000.00",,,"210,250,000.00","7,936,000.00","7,936,000.00","7,936,000.00","7,936,000.00",,
经营活动现金流出小计,"459,118,839.73","532,323,883.33","536,962,255.45","310,581,120.72","451,097,908.14","600,543,194.48","164,666,977.14","333,441,613.67","492,921,034.20","687,462,147.30","211,943,342.35","403,827,094.18"
偿还债务支付的现金,"51,278,350.00","25,494,400.00","500,000.00",,,,,,,,,
经营活动产生的现金流量净额,"44,838,372.69","85,175,602.50","63,088,038.73","-2,181,877.64","16,225,087.48","37,121,597.29","41,552,249.26","43,912,750.18","83,759,018.50","101,576,034.39","5,544,295.52","16,984,157.70"
分配股利、利润或偿还利息支付的现金,"2,717,102.62","22,725,107.54","18,775,785.00",,,,,"20,062,000.00","20,062,000.00","20,062,000.00",,"10,020,195.00"
收回投资收到的现金,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"29,700,000.00",,,,,"8,329,006.62",,,,"6,885,000.00",,"2,744,470.00"
取得投资收益收到的现金,"1,896,835.18","3,241,074.43","2,722,766.53","603,055.56","603,055.56","603,055.56","250,000.00","401,764.75","2,082,969.46","4,574,934.92","1,639,735.91","3,254,346.22"
筹资活动现金流出小计,"83,695,452.62","48,219,507.54","19,275,785.00",,,"8,329,006.62",,"20,062,000.00","20,062,000.00","26,947,000.00",,"12,764,665.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"208,796.87","56,000.00","8,000.00","8,550.00","170,550.00",,"2,100.00","2,100.00","23,894.87",,
筹资活动产生的现金流量净额,"-15,019,602.62","-11,922,607.54","-18,775,785.00",,,"201,920,993.38","7,936,000.00","-12,126,000.00","-12,126,000.00","-19,011,000.00",,"-12,764,665.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,
四、汇率变动对现金的影响,"-3,357,527.20","802,914.28","5,094,549.90","2,354,134.84","3,708,822.06","9,224,900.31","970,824.73","-5,113,088.25","-8,896,162.05","-11,591,664.24","-7,030,814.29","1,804,070.60"
收到其他与投资活动有关的现金,"214,000,000.00","248,300,000.00","133,700,000.00","20,000,000.00","20,000,000.00","20,000,000.00","5,000,000.00","40,000,000.00","175,000,000.00","445,000,000.00","175,000,000.00","317,500,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"215,896,835.18","251,749,871.30","136,478,766.53","20,611,055.56","20,611,605.56","20,773,605.56","5,250,000.00","40,403,864.75","177,085,069.46","449,598,829.79","176,639,735.91","320,754,346.22"
五、现金及现金等价物净增加额,"-7,019,554.77","13,491,584.20","53,360,360.40","4,105,718.57","21,124,355.87","245,762,584.90","-29,483,174.68","-84,565,601.94","-141,228,868.95","-163,832,904.54","2,831,914.55","-18,356,464.38"
购建固定资产、无形资产和其他长期资产支付的现金,"12,377,632.82","40,314,196.34","62,525,209.76","11,677,594.19","14,421,159.23","18,278,511.64","5,192,248.67","6,643,128.62","31,050,794.86","46,905,104.48","10,621,302.59","22,434,373.90"
期初现金及现金等价物余额,"29,343,545.86","22,323,991.09","35,815,575.29","89,175,935.69","89,175,935.69","89,175,935.69","334,938,520.59","334,938,520.59","334,938,520.59","334,938,520.59","171,105,616.05","171,105,616.05"
投资支付的现金,,,,,,,,,,"22,500,000.00","19,200,000.00","19,200,000.00"
期末现金及现金等价物余额,"22,323,991.09","35,815,575.29","89,175,935.69","93,281,654.26","110,300,291.56","334,938,520.59","305,455,345.91","250,372,918.65","193,709,651.64","171,105,616.05","173,937,530.60","152,749,151.67"
