科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"84,724,333.63","126,161,506.59","142,929,869.10","140,151,577.51","141,947,642.75","163,473,883.79","162,214,663.11","146,968,754.20"
短期借款,"44,844,204.30","50,899,798.38","50,968,078.04","91,047,839.68","84,337,598.91","53,431,820.25","157,467,968.16","198,941,867.47"
交易性金融资产,,,,,,,,
交易性金融负债,,,,,,,,
应收票据,"3,600,000.00","410,000.00","114,244.00",,"39,850,000.00","19,700,000.00","1,230,000.00","7,200,000.00"
应付票据,"112,635,721.60","187,249,232.69","283,324,724.12","245,850,059.74","235,350,854.37","143,915,090.26","134,923,557.95","310,426,242.77"
应收账款,"132,889,940.18","159,045,284.33","182,064,263.87","226,000,920.79","187,075,047.88","226,647,290.04","279,602,326.30","398,095,473.90"
应付账款,"55,567,906.50","27,896,540.66","62,041,189.71","76,428,543.80","88,504,706.60","131,863,043.17","202,172,920.09","145,442,925.54"
预付款项,"50,459,460.74","51,020,502.79","63,531,212.86","51,180,734.54","55,505,006.04","105,619,791.76","71,583,716.84","52,589,466.41"
预收款项,"3,058,366.40","8,777,393.96","15,616,124.90","24,296,367.32","18,190,418.38","22,797,355.55","44,380,137.00","35,693,527.71"
其他应收款,"2,767,753.70","9,357,218.39","11,595,544.56","10,639,588.36","15,380,129.40","18,316,954.70","17,337,678.02","13,757,318.90"
应付职工薪酬,"3,437,041.14","3,799,031.23","3,702,384.60","2,026,158.96","3,741,571.48","3,674,222.14","2,303,435.65","2,494,322.84"
应收关联公司款,,,,,,,,
应交税费,"4,260,828.46","9,683,573.20","8,929,801.35","7,583,457.46","3,924,350.47","3,335,927.06","9,631,781.28","8,394,453.79"
应收利息,,,,,,,,
应付利息,"152,705.58","73,433.78","67,789.03","115,855.84","159,297.10","187,876.89","473,826.17","954,930.72"
应收股利,,,,,,,,
应付股利,,,,,,,,
存货,"146,243,437.89","116,068,923.26","141,332,198.44","170,118,479.52","178,848,676.75","253,965,807.66","446,577,833.35","474,521,482.40"
其他应付款,"1,678,191.51","1,536,601.05","2,409,830.19","14,025,236.52","4,319,830.50","546,274.88","1,211,231.30","2,139,261.02"
其中:消耗性生物资产,,,,,,,,
应付关联公司款,,,,,,,,
一年内到期的非流动资产,,,,,,,,
一年内到期的非流动负债,"310,860.87","86,044.79","8,316,946.91","14,608,382.96","16,257,630.96","15,209,180.97","15,748,152.72","15,710,652.72"
其他流动资产,"124,483.06","514,196.10","50,151.83",,"4,969,099.70","5,907,480.29","10,191,281.78","9,174,785.79"
其他流动负债,"29,090.91","96,739.13","273,421.14","134,496.67","1,353,525.37","679,610.44","1,866,651.16","2,907,125.78"
流动资产合计,"425,832,539.20","462,577,631.46","541,617,484.66","609,926,750.72","623,575,602.52","793,631,208.24","988,737,499.40","1,102,763,271.60"
流动负债合计,"225,974,917.27","290,098,388.87","435,650,289.99","476,116,398.95","457,143,754.14","377,826,771.61","573,601,331.48","723,105,310.36"
可供出售金融资产,"9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00"
长期借款,,,,"19,000,000.00","39,500,000.00",,,
持有至到期投资,,,,,,,,
应付债券,,,,,,,,
长期应收款,,,,,,,,
长期应付款,,,"22,340,924.64","30,576,892.11","28,032,199.43","24,268,778.69","20,504,895.95","16,743,621.21"
长期股权投资,,,,,,,,
专项应付款,,,,,,,,
投资性房地产,,,,,,,,
预计负债,,,,,,,,
