科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"230,316,473.91","258,627,484.02","272,938,930.14","143,944,608.55",,"323,879,946.12","85,129,283.57","233,988,290.70","343,452,730.24","507,342,052.57","151,877,588.55","302,898,687.42"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,
收到的税费返还,"1,743,523.38","1,361,000.00","2,310,000.00","1,650,000.00",,"1,650,000.00",,"3,930,000.00","3,930,000.00","3,930,000.00",,"4,090,000.00"
支付其他与投资活动有关的现金,,,,,,,,,,,,
收到其他与经营活动有关的现金,"5,751,282.40","8,582,054.83","9,761,401.62","6,054,782.22",,"9,942,486.38","12,414,037.39","885,660.72","1,396,974.49","9,592,922.20","5,418,163.91","7,311,045.83"
投资活动现金流出小计,"40,352,309.38","22,886,418.23","20,047,727.63","11,287,593.42",,"33,915,179.39","10,329,551.31","21,850,809.83","32,826,197.75","52,652,836.78","20,939,867.51","39,081,846.99"
经营活动现金流入小计,"237,811,279.69","268,570,538.85","285,010,331.76","151,649,390.77",,"335,472,432.50","97,543,320.96","238,803,951.42","348,779,704.73","520,864,974.77","157,295,752.46","314,299,733.25"
投资活动产生的现金流量净额,"-40,332,309.38","-22,883,543.23","-18,742,014.74","-10,467,603.21","-14,932,252.61","-33,914,779.39","-10,329,551.31","-21,788,309.83","-32,763,697.75","-52,590,336.78","-20,939,867.51","-39,081,846.99"
购买商品、接受劳务支付的现金,"122,584,765.70","135,063,001.16","134,416,714.01","75,693,307.60",,"184,637,663.63","66,957,980.14","143,754,742.80","199,877,996.11","278,685,991.17","92,189,442.17","162,703,151.69"
吸收投资收到的现金,,,"800,000.00",,,,"284,007,580.02","284,007,580.02","284,007,580.02","316,039,762.02",,
支付给职工以及为职工支付的现金,"37,339,712.28","42,058,360.46","43,644,057.43","18,028,086.08",,"52,217,791.25","19,659,911.89","35,494,450.87","49,831,813.63","71,706,715.23","23,224,697.74","43,297,637.38"
取得借款收到的现金,,,,,,,,,,,,
支付的各项税费,"23,081,732.83","31,627,826.72","22,343,378.60","15,612,503.29",,"33,333,338.10","12,967,149.10","25,063,542.36","36,276,320.53","47,641,749.07","12,139,861.80","28,008,380.28"
收到其他与筹资活动有关的现金,,,,,,,,,,,,
支付其他与经营活动有关的现金,"19,380,467.90","17,415,454.07","20,442,953.86","10,084,585.67",,"26,093,025.34","20,689,002.80","8,900,087.51","30,487,318.66","38,827,927.52","12,060,560.37","24,636,257.29"
筹资活动现金流入小计,,,"800,000.00",,,,"284,007,580.02","284,007,580.02","284,007,580.02","316,039,762.02",,
经营活动现金流出小计,"202,386,678.71","226,164,642.41","220,847,103.90","119,418,482.64",,"296,281,818.32","120,274,043.93","213,212,823.54","316,473,448.93","436,862,382.99","139,614,562.08","258,645,426.64"
偿还债务支付的现金,,,,,,,,,,,,
经营活动产生的现金流量净额,"35,424,600.98","42,405,896.44","64,163,227.86","32,230,908.13","9,701,785.90","39,190,614.18","-22,730,722.97","25,591,127.88","32,306,255.80","84,002,591.78","17,681,190.38","55,654,306.61"
分配股利、利润或偿还利息支付的现金,"35,000,000.00","21,000,000.00","18,000,000.00","46,545,266.69",,"54,000,000.00","-46,164.55","56,198,474.00","56,198,474.00","56,200,000.00",,"320,000.00"
收回投资收到的现金,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,,,,,,,
取得投资收益收到的现金,,,,,,,,,,,,
筹资活动现金流出小计,"35,000,000.00","21,000,000.00","18,000,000.00","46,545,266.69",,"54,000,000.00","-46,164.55","56,198,474.00","56,198,474.00","56,200,000.00",,"320,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"20,000.00","2,875.00","1,305,712.89","819,990.21",,400.00,,"62,500.00","62,500.00","62,500.00",,
筹资活动产生的现金流量净额,"-35,000,000.00","-21,000,000.00","-17,200,000.00","-46,545,266.69","-46,545,266.68","-54,000,000.00","284,053,744.57","227,809,106.02","227,809,106.02","259,839,762.02",,"-320,000.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,
四、汇率变动对现金的影响,"150,034.94","-194,118.61","-23,024.22","17,181.31",,"-610,734.04",,"-397,846.31","-518,406.41","-586,364.64","-474,898.21",-981.43
收到其他与投资活动有关的现金,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"20,000.00","2,875.00","1,305,712.89","819,990.21",,400.00,,"62,500.00","62,500.00","62,500.00",,
五、现金及现金等价物净增加额,"-39,757,673.46","-1,671,765.40","28,198,188.90","-24,764,780.46","-52,169,685.34","-49,334,899.25","250,993,470.29","231,214,077.76","226,833,257.66","290,665,652.38","-3,733,575.34","16,251,478.19"
购建固定资产、无形资产和其他长期资产支付的现金,"40,352,309.38","22,886,418.23","20,047,727.63","11,287,593.42",,"33,915,179.39","10,329,551.31","21,850,809.83","32,826,197.75","52,652,836.78","20,939,867.51","39,081,846.99"
期初现金及现金等价物余额,"120,929,811.08","81,172,137.62","79,500,372.22","107,698,561.12",,"107,698,561.12","58,363,661.87","58,363,661.87","58,363,661.87","58,363,661.87","349,029,314.25","349,029,314.25"
投资支付的现金,,,,,,,,,,,,
期末现金及现金等价物余额,"81,172,137.62","79,500,372.22","107,698,561.12","82,933,780.66",,"58,363,661.87","309,357,132.16","289,577,739.63","285,196,919.53","349,029,314.25","345,295,738.91","365,280,792.44"
