科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"1,817,255,571.08","2,019,539,411.86","2,443,580,238.21","560,215,209.61","1,188,116,932.80","1,739,924,934.33","2,795,283,938.82","510,731,719.48","1,097,389,786.78","1,619,258,660.61"
二、营业利润,"294,652,317.48","310,012,466.88","348,613,215.95","104,375,333.98","173,751,164.18","251,001,597.43","253,573,236.01","49,171,145.97","100,256,666.93","140,156,621.50"
减:营业成本,"1,131,492,312.64","1,297,431,711.71","1,646,375,148.01","355,859,286.80","802,959,182.98","1,182,807,571.68","2,076,850,184.47","378,404,131.82","813,830,202.48","1,198,427,603.80"
加:补贴收入,,,,,,,,,,
营业税金及附加,"43,600,510.89","15,856,611.25","6,710,069.96","985,581.57","1,460,002.96","1,492,194.75","6,363,335.55","1,170,733.22","2,739,652.06","3,805,885.67"
营业外收入,"48,962,912.37","53,137,248.59","38,084,035.35","9,723,971.30","20,276,782.00","31,363,216.73","54,900,420.93","13,193,170.62","25,356,644.58","39,479,301.24"
销售费用,"107,630,041.24","134,386,576.93","167,758,517.20","39,561,713.92","78,720,068.79","118,675,024.59","195,930,116.43","38,987,617.02","78,139,068.76","117,508,383.10"
减:营业外支出,"4,457,876.10","3,484,104.56","6,806,789.37","1,776,109.37","3,439,227.40","4,835,438.25","8,044,316.39","751,008.72","1,972,347.83","3,332,617.39"
管理费用,"202,722,937.42","223,713,152.76","243,062,829.48","47,277,221.96","110,985,709.62","161,275,190.13","242,071,930.85","48,242,220.68","119,223,439.21","171,021,573.33"
其中:非流动资产处置净损失,"1,337,534.17","1,151,356.97","2,742,120.61","695,421.38","1,089,789.71","1,136,758.54","2,050,432.90","157,141.81","412,253.63","470,709.26"
堪探费用,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,
财务费用,"36,644,704.20","27,903,338.02","31,497,398.42","8,863,984.36","16,178,117.56","24,809,836.08","24,278,235.87","1,559,329.38","2,703,579.33","8,892,736.80"
三、利润总额,"339,157,353.75","359,665,610.91","379,890,461.93","112,323,195.91","190,588,718.78","277,529,375.91","300,429,340.55","61,613,307.87","123,640,963.68","176,303,305.35"
资产减值损失,"202,238.04","11,108,528.71","4,122,822.79","6,393,055.18","7,163,654.87","7,096,400.62","15,832,374.37","1,602,395.39","3,998,311.41","5,194,770.46"
减:所得税,"176,590.84","331,786.80","-97,133.04","209,969.33","102,623.88","138,730.30","-20,337.11","6,101.87","-147,899.24","-147,899.24"
加:公允价值变动净收益,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,
投资收益,"-310,509.17","872,974.40","4,559,763.60","3,100,968.16","3,100,968.16","7,232,880.95","19,615,474.73","8,405,854.00","23,501,133.40","25,409,696.69"
四、净利润,"338,980,762.91","359,333,824.11","379,987,594.97","112,113,226.58","190,486,094.90","277,390,645.61","300,449,677.66","61,607,206.00","123,788,862.92","176,451,204.59"
其中:对联营企业和合营企业的投资权益,"-321,675.17","872,974.40","4,559,763.60",,,,"19,615,474.73",,"23,501,133.40",
归属于母公司所有者的净利润,"339,243,898.53","359,479,127.80","380,385,095.98","112,218,626.78","190,765,886.50","277,809,660.63","301,078,807.01","61,744,787.41","123,996,843.60","176,677,029.57"
影响营业利润的其他科目,,,,,,,,,,
少数股东损益,"-263,135.62","-145,303.69","-397,501.01","-105,400.20","-279,791.60","-419,015.02","-629,129.35","-137,581.41","-207,980.68","-225,824.98"
