科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"64,848,017.15","78,131,840.25","141,745,673.46","84,536,030.55","114,664,504.61","70,482,160.70","467,654,335.07","412,980,270.92","196,271,517.49","137,075,026.46","129,520,412.40","98,393,085.89","123,960,851.62","148,676,140.40","35,171,958.40","34,927,218.62"
短期借款,"45,000,000.00",,,,,,,,,,,"31,000,000.00","51,000,000.00","89,000,000.00","176,451,111.14","203,085,128.54"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"20,969,984.80","5,625,990.00","17,544,000.00","11,160,500.00","10,048,399.54","6,922,000.00","3,597,600.00","300,000.00","4,300,000.00","3,800,000.00","6,560,000.00","671,565.20","13,128,435.60","6,822,285.00","5,778,679.60","1,434,736.70"
应付票据,,"8,200,000.00",,"10,000,000.00","25,000,000.00","15,000,000.00","10,000,000.00","15,000,000.00","5,000,000.00",,,,"27,693,918.00","37,199,657.00","20,823,139.00","32,385,672.70"
应收账款,"94,990,566.38","126,008,970.77","129,135,639.35","219,063,415.53","198,085,511.77","237,458,547.66","259,453,172.11","265,206,985.64","291,249,681.74","305,667,824.44","311,882,400.16","345,052,253.11","341,094,943.28","361,401,083.50","434,860,270.87","431,793,050.20"
应付账款,"66,281,662.55","75,691,288.93","121,130,737.37","159,452,132.99","175,170,191.02","159,127,809.23","159,922,414.93","167,977,624.97","194,128,382.69","222,482,774.98","231,857,207.44","252,066,646.51","283,441,077.37","287,199,061.48","286,561,704.04","294,377,202.80"
预付款项,"11,961,657.11","5,012,240.42","37,173,918.59","55,941,977.00","36,839,744.01","51,095,870.46","39,146,492.45","68,589,557.01","32,211,359.38","57,502,925.92","52,583,785.15","53,297,724.19","41,943,995.65","48,263,879.50","52,759,029.96","64,907,811.58"
预收款项,"45,898,756.71","65,811,239.50","124,542,334.20","91,564,803.56","67,610,494.10","95,059,668.54","55,114,802.73","52,360,074.49","49,658,338.06","46,606,752.71","61,916,044.47","64,032,685.01","51,247,036.91","89,738,020.47","107,670,502.10","99,018,172.04"
其他应收款,"3,516,112.06","5,207,938.61","6,882,711.23","8,754,430.20","10,406,301.82","11,073,157.72","8,701,289.95","3,780,061.17","3,661,595.89","19,961,143.19","10,795,331.33","18,814,924.22","14,973,087.95","23,171,950.02","26,434,101.01","15,950,062.76"
应付职工薪酬,"1,482,489.06","2,127,962.65","2,731,688.70","3,366,207.01","3,296,877.07","3,969,582.58","4,217,188.57","4,276,111.71","4,215,756.18","5,039,012.71","5,023,946.37","5,615,158.81","5,972,622.39","5,785,536.76","15,486,940.86","20,821,850.79"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"8,684,384.07","15,600,547.80","8,064,248.47","10,450,581.22","8,483,298.26","-592,971.88","582,046.56","-3,070,892.54","8,447,164.03","223,034.25","-641,811.70","-99,596.74","11,204,811.95","-258,906.85","4,011,954.92","-3,877,722.38"
应收利息,,,,,,,,,,,,,,,,
应付利息,"81,900.00",,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,
应付股利,,"2,125,777.50","212,355.00",,,,,,,,"3,337,545.00","3,337,545.00","3,337,545.00",,,
存货,"115,770,046.02","157,211,179.82","217,303,440.63","237,787,553.85","220,208,989.78","210,594,493.92","206,747,215.66","219,477,252.24","230,935,676.45","250,232,131.42","269,185,582.66","299,218,210.54","308,998,951.18","356,902,101.41","396,241,687.44","427,692,285.70"
其他应付款,"239,971.24","434,817.51","84,088.44","411,977.44","663,382.41","838,132.39","5,371,550.48","537,112.42","9,078,433.55","2,115,093.99","2,722,290.02","2,615,727.55","2,718,062.41","2,691,847.63","22,852,401.26","12,474,661.11"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,,"2,567,731.82",,"257,161.56","1,963,137.85","5,879,660.13","4,994,222.25",,"13,120,061.66","11,333,963.37","11,164,028.56","11,022,761.45","17,615,940.04","13,400,461.00","13,439,251.04","12,640,277.55"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"312,056,383.52","379,765,891.69","549,785,383.26","617,501,068.69","592,216,589.38","593,505,890.59","990,294,327.49","970,334,126.98","771,749,892.61","785,573,014.80","791,691,540.26","826,470,524.60","861,716,205.32","958,637,900.83","964,684,978.32","989,345,443.11"
流动负债合计,"167,669,163.63","169,991,633.89","256,765,452.18","275,245,702.22","280,224,242.86","273,402,220.86","235,208,003.27","237,080,031.05","270,528,074.51","276,466,668.64","304,215,221.60","358,568,166.14","436,615,074.03","511,355,216.49","633,857,753.32","658,284,965.60"
可供出售金融资产,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,"18,969,904.86","17,139,201.35"
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,"7,000,000.00","7,000,000.00","7,139,963.61","7,139,963.61","7,139,963.61","7,139,963.61"
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,"51,275,237.79","50,893,071.04","50,510,904.22","50,128,737.41"
预计负债,"557,807.87","92,522.91","160,987.04","159,472.56","138,004.89","138,004.89","138,004.89","138,004.89","127,451.66","127,451.66","127,451.66","127,451.66",,,"3,937,207.53","2,312,062.16"
固定资产,"90,094,619.12","87,650,441.51","83,000,794.81","89,390,813.06","89,347,809.89","90,306,293.88","88,200,503.97","87,685,274.91","187,413,337.63","185,781,321.36","184,556,185.38","203,409,032.25","336,713,797.02","342,355,877.37","378,166,764.12","372,872,501.92"
递延所得税负债,,,,,,,,,,,,,,,,
在建工程,,,"7,278,497.27","9,149,465.86","72,224,435.05","74,826,325.27","77,501,402.76","77,828,576.93","73,710,174.95","156,671,216.46","161,617,786.63","160,482,835.57","32,612,924.47","7,249,608.84","8,883,366.33","10,664,996.30"
其他非流动负债,"960,000.00","912,000.00","796,800.00","710,400.00",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"1,517,807.87","1,004,522.91","957,787.04","869,872.56","819,604.89","790,804.89","762,004.89","733,204.89","693,851.66","665,051.66","636,251.66","607,451.66","451,200.00","422,400.00","23,300,712.39","19,816,063.51"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"169,186,971.50","170,996,156.80","257,723,239.22","276,115,574.78","281,043,847.75","274,193,025.75","235,970,008.16","237,813,235.94","271,221,926.17","277,131,720.30","304,851,473.26","359,175,617.80","437,066,274.03","511,777,616.49","657,158,465.71","678,101,029.11"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"124,600,679.01","124,600,679.01","124,600,679.01","124,600,679.01","124,600,679.01","124,600,679.01","520,634,261.28","520,634,261.28","520,634,261.28","520,634,261.28","520,634,261.28","520,634,261.28","520,634,261.28","520,634,261.28","520,634,261.28","520,634,261.28"
无形资产,"22,897,896.55","22,472,787.63","23,701,577.34","23,275,900.18","23,132,257.36","22,992,372.92","22,857,763.73","42,535,430.54","56,636,836.10","109,052,236.36","108,518,049.92","107,977,275.08","103,000,275.14","102,269,886.14","105,606,865.83","104,862,761.56"
盈余公积,"3,980,709.50","8,725,335.10","14,847,762.08","14,847,762.08","19,899,088.78","19,899,088.78","19,899,088.78","19,899,088.78","20,817,398.47","20,817,398.47","20,817,398.47","20,817,398.47","20,817,398.47","20,817,398.47","20,817,398.47","20,817,398.47"
开发支出,,,,,,,,,,,,,,,"289,703.30","260,541.55"
减:库存股,,,,,,,,,,,,,,,,
商誉,,,,,,,,,"18,289,105.12","18,289,105.12","18,289,105.12","18,289,105.12","18,289,105.12","18,289,105.12","118,284,701.64","118,284,701.64"
未分配利润,"53,285,876.82","112,292,126.53","193,756,627.65","253,188,858.83","279,541,728.76","291,536,729.18","306,577,303.19","304,933,683.26","328,688,679.34","332,074,361.04","322,291,607.36","321,029,741.55","325,837,086.13","327,942,358.29","326,801,722.66","325,461,212.13"
长期待摊费用,,,,,,,,,,,,,"284,606.85","491,025.50","470,081.10","453,175.16"
少数股东权益,,,,,,,,,"18,000,187.41","21,772,889.14","20,357,812.06","19,210,018.87","15,188,021.07","14,692,929.32","17,502,432.01","17,378,566.84"
递延所得税资产,"1,005,337.64","1,725,176.61","2,162,055.28","4,435,626.91","3,164,252.62","3,598,640.06","4,226,663.46","4,896,859.90","5,443,018.91","5,460,567.64","5,676,716.63","5,635,096.86","7,109,607.66","7,136,807.40","9,351,238.27","9,977,608.12"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,"146,120,087.35","11,603,168.49","11,603,168.49","11,603,168.49","1,401,318.00","1,401,318.00","1,401,318.00",
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"113,997,853.31","111,848,405.75","116,142,924.70","126,251,806.01","187,868,754.92","191,723,632.13","192,786,333.92","212,946,142.28","487,612,560.06","486,857,615.43","497,261,012.17","514,396,513.37","557,826,835.66","537,226,663.02","680,104,906.42","674,644,987.27"
所有者权益(或股东权益)合计,"256,867,265.33","320,618,140.64","408,205,068.74","467,637,299.92","499,041,496.55","511,036,496.97","947,110,653.25","945,467,033.32","988,140,526.50","995,298,909.93","984,101,079.17","981,691,420.17","982,476,766.95","984,086,947.36","987,631,419.03","985,889,401.27"
资产总计,"426,054,236.83","491,614,297.44","665,928,307.96","743,752,874.70","780,085,344.30","785,229,522.72","1,183,080,661.41","1,183,280,269.26","1,259,362,452.67","1,272,430,630.23","1,288,952,552.43","1,340,867,037.97","1,419,543,040.98","1,495,864,563.85","1,644,789,884.74","1,663,990,430.38"
负债和所有者(或股东权益)合计,"426,054,236.83","491,614,297.44","665,928,307.96","743,752,874.70","780,085,344.30","785,229,522.72","1,183,080,661.41","1,183,280,269.26","1,259,362,452.67","1,272,430,630.23","1,288,952,552.43","1,340,867,037.97","1,419,543,040.98","1,495,864,563.85","1,644,789,884.74","1,663,990,430.38"
