科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"578,257,773.41","955,677,459.22","1,012,584,410.47","563,205,048.24","760,373,053.90","960,779,560.38","168,744,488.87","341,282,970.55","472,695,712.93","738,005,874.95"
二、营业利润,"50,192,694.11","89,092,490.71","213,243,586.14","134,194,041.85","186,898,087.43","209,478,940.04","39,215,116.79","60,099,371.99","83,492,181.72","103,566,432.89"
减:营业成本,"433,631,745.26","691,622,295.95","637,296,466.02","363,920,222.89","485,995,013.95","614,079,714.77","111,094,567.23","243,187,085.54","338,707,115.12","551,357,577.93"
加:补贴收入,,,,,,,,,,
营业税金及附加,"1,564,311.77","3,200,311.68","6,577,116.94","5,216,032.74","7,228,901.70","11,946,780.93","2,444,930.30","3,861,136.80","5,441,230.59","6,894,583.45"
营业外收入,"164,829.15","3,577,856.16","248,175.64","182,826.24","234,614.74","1,459,304.44","100,000.00","228,035.00","243,158.50","8,754,774.87"
销售费用,"40,033,071.32","84,212,903.13","91,415,289.20","34,450,503.90","46,288,782.85","66,642,175.43","9,315,810.79","22,308,674.87","31,643,515.00","52,116,233.88"
减:营业外支出,"190,170.91","896,859.44","27,293.45","8,533.95","1,408,946.46","1,518,777.04","81,487.54","120,066.21","143,371.42","270,746.84"
管理费用,"33,569,454.69","56,606,666.71","51,953,566.12","20,098,271.33","37,678,333.06","59,452,011.31","11,262,948.97","24,103,139.65","37,017,907.33","63,139,494.68"
其中:非流动资产处置净损失,"146,938.22","163,609.44",,"5,898.62","1,385,686.13","1,484,259.49",,"36,624.38","36,624.38",
堪探费用,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,
财务费用,"9,581,525.84","8,120,640.30","-1,070,099.01","-1,522,111.55","-2,321,096.24","-3,161,740.30","-4,453,226.75","-13,300,406.18","-20,913,490.97","-19,002,457.38"
三、利润总额,"50,167,352.35","91,773,487.43","213,464,468.33","134,368,334.14","185,723,755.71","209,419,467.44","39,233,629.25","60,207,340.78","83,591,968.80","112,050,460.92"
资产减值损失,"9,684,970.42","22,822,150.74","13,168,485.06","6,848,087.08","-1,394,968.85","2,341,678.20","-135,658.46","1,023,967.88","-2,692,745.86","-2,872,464.89"
减:所得税,"8,820,071.77","15,427,928.05","35,008,869.19","21,609,390.41","30,216,991.49","34,407,828.26","6,397,961.96","9,416,375.64","13,129,223.03","14,462,057.48"
加:公允价值变动净收益,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,
投资收益,,,,,,,,,,"15,588,685.61"
四、净利润,"41,347,280.58","76,345,559.38","178,455,599.14","112,758,943.73","155,506,764.22","175,011,639.18","32,835,667.29","50,790,965.14","70,462,745.77","97,588,403.44"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,
归属于母公司所有者的净利润,"39,171,139.78","73,586,962.86","172,610,400.01","109,558,078.20","152,638,106.92","171,345,299.55","32,477,199.53","50,674,855.79","70,117,938.57","95,582,777.92"
影响营业利润的其他科目,,,,,,,,,,
少数股东损益,"2,176,140.80","2,758,596.52","5,845,199.13","3,200,865.53","2,868,657.30","3,666,339.63","358,467.76","116,109.35","344,807.20","2,005,625.52"
