科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"802,022,266.39","824,370,944.79","857,016,564.77","392,441,136.69","614,739,816.79","840,623,225.62","214,637,742.28","445,280,180.40","728,580,361.12","1,010,108,368.74"
二、营业利润,"50,698,768.99","50,900,862.92","46,478,630.71","20,126,715.34","34,281,184.07","33,901,576.62","6,608,852.26","8,572,998.88","13,858,555.23","24,536,737.91"
减:营业成本,"683,759,149.61","707,739,714.22","740,368,627.30","337,757,104.38","529,307,910.29","726,171,791.10","189,509,817.99","395,221,013.03","650,990,241.73","898,855,219.42"
加:补贴收入,,,,,,,,,,
营业税金及附加,"2,115,806.27","2,083,177.52","2,348,861.34","939,221.60","1,508,401.83","2,182,417.49","526,628.88","1,112,082.97","1,602,478.94","2,213,459.19"
营业外收入,"2,488,824.79","1,436,991.09","4,953,364.00","213,059.54","364,503.51","690,694.46","402,078.08","530,468.66","825,865.58","286,685.76"
销售费用,"35,927,564.54","34,044,032.86","37,228,440.15","18,468,569.73","27,020,860.49","42,745,150.30","9,563,172.52","19,366,266.74","29,630,683.71","45,407,512.26"
减:营业外支出,"67,271.89","498,225.29","131,880.69","76,331.18","76,407.46","122,800.05","8,905.75","36,272.54","36,272.54","71,628.72"
管理费用,"20,405,940.52","20,578,269.17","18,993,874.05","11,079,321.68","16,979,548.50","25,898,638.65","7,845,968.28","19,976,951.68","30,189,573.10","35,587,183.30"
其中:非流动资产处置净损失,"52,080.79","35,632.26","3,803.93",,,"16,392.59",,"27,266.79",,
堪探费用,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,
财务费用,"5,760,053.83","8,148,160.36","11,046,398.87","3,239,656.33","4,709,170.25","6,780,733.03","1,226,755.48","2,892,642.59","4,444,303.59","6,153,219.26"
三、利润总额,"53,120,321.89","51,839,628.72","51,300,114.02","20,263,443.70","34,569,280.12","34,469,471.03","7,002,024.59","9,067,195.00","14,648,148.27","24,751,794.95"
资产减值损失,"3,306,228.62","876,727.74","551,732.35","830,547.63","932,741.36","2,991,722.25","594,709.92","53,938.82","555,553.40","1,484,156.93"
减:所得税,"12,684,394.48","11,124,271.82","9,058,185.76","4,147,502.94","6,959,853.12","6,556,929.77","1,504,491.64","2,068,748.24","3,798,769.50","6,316,241.79"
加:公允价值变动净收益,"130,001.83",,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,
投资收益,"-178,755.84",,,,,"48,803.82","1,238,163.05","1,915,714.32","2,691,028.58","3,370,931.42"
四、净利润,"40,435,927.41","40,715,356.90","42,241,928.26","16,115,940.76","27,609,427.00","27,912,541.26","5,497,532.95","6,998,446.76","10,849,378.77","18,435,553.16"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,
归属于母公司所有者的净利润,"40,435,927.41","40,715,356.90","42,241,928.26","16,115,940.76","27,609,427.00","27,912,541.26","5,497,532.95","6,998,446.76","10,849,378.77","18,435,553.16"
影响营业利润的其他科目,,,,,,,,-0.01,,
少数股东损益,,,,,,,,,,
