科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"81,172,137.62","79,500,372.22","107,698,561.12","82,933,780.66",,"58,363,661.87","309,357,132.16","289,577,739.63","285,196,919.53","349,029,314.25","345,295,738.91"
短期借款,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,
应收票据,"36,869,828.21","49,832,417.12","53,690,053.40","46,147,649.78",,"77,534,581.40","92,161,685.51","113,340,460.21","127,442,010.39","99,419,493.15","96,514,401.78"
应付票据,,,,,,,,,,,
应收账款,"67,004,049.92","59,618,680.96","73,410,056.05","89,052,096.25",,"101,221,075.21","114,673,781.18","100,374,766.25","100,914,610.78","110,571,549.08","136,550,214.31"
应付账款,"20,549,252.40","15,805,702.07","15,821,268.18","26,821,427.36",,"57,045,698.24","45,819,847.49","53,354,838.60","59,425,222.09","70,982,695.02","50,334,436.57"
预付款项,"21,635,781.83","10,597,197.34","17,020,847.04","23,526,762.19",,"29,077,243.10","35,289,995.82","30,029,843.87","26,242,805.64","4,413,918.67","8,474,483.14"
预收款项,"271,612.87","686,185.50","385,865.46","760,924.98",,"1,545,447.83","84,480.00","3,252,645.37","2,650,513.13","2,312,053.12","2,632,530.13"
其他应收款,"325,369.53","122,120.63","302,060.40","912,092.16",,"500,685.00","631,364.07","627,834.68","1,068,723.36","640,057.09","697,605.69"
应付职工薪酬,"4,977,285.77","4,345,218.93","4,223,454.38",,,"11,968,880.00","5,367,906.24","2,005,510.86","737,276.86","12,120,408.82","6,073,376.66"
应收关联公司款,,,,,,,,,,,
应交税费,"9,246,790.23","113,079.10","6,874,027.18","15,206,775.96",,"8,174,085.36","7,138,838.05","8,559,551.44","7,167,718.82","4,023,586.65","8,670,807.97"
应收利息,"5,958.30","257,716.67","319,326.11","533,726.67",,"527,589.04","143,260.27","2,080,390.22","1,535,589.03","3,347,760.26","12,500.00"
应付利息,,,,,,,,,,,
应收股利,,,,,,,,,,,
应付股利,,,,,,,,,,,
存货,"44,425,015.17","49,430,372.42","47,131,314.06","62,726,474.74",,"106,818,815.69","121,657,016.16","113,343,663.07","121,627,557.03","140,283,723.82","138,945,614.43"
其他应付款,"982,092.20","883,130.41","717,506.17","1,312,585.94",,"942,828.85","1,062,224.76","1,340,651.50","1,518,374.12","32,965,141.19","36,209,941.90"
其中:消耗性生物资产,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,
其他流动资产,,,,,,"724,232.62",,"1,422,430.58",,"3,765,828.14","665,862.82"
其他流动负债,,,,,,,,,,,
流动资产合计,"251,438,140.58","249,358,877.36","299,572,218.18","305,832,582.45","320,650,368.32","374,767,883.93","673,914,235.17","650,797,128.51","664,028,215.76","711,471,644.46","727,156,421.08"
流动负债合计,"36,027,033.47","21,833,316.01","28,022,121.37","44,101,714.24","40,835,509.06","79,676,940.28","59,473,296.54","68,513,197.77","71,499,105.02","122,403,884.80","103,921,093.23"
可供出售金融资产,,,,,,,,,,,
长期借款,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,
应付债券,,,,,,,,,,,
长期应收款,,,,,,,,,,,
长期应付款,,,,,,,,,,,
长期股权投资,,,,,,,,,,,
专项应付款,,,,,,,,,,,
投资性房地产,,,,,,,,,,,
预计负债,,,,,,,,,,,
固定资产,"37,793,422.57","43,576,192.54","73,657,702.81","73,973,087.34",,"82,002,583.99","82,863,354.33","87,869,178.35","89,946,239.37","90,662,035.85","105,309,737.01"
递延所得税负债,,,,,,,,,,,
在建工程,"19,750,555.34","37,121,382.14","10,424,460.31","10,667,315.79",,"11,717,268.37","10,567,843.07","13,504,696.90","21,355,601.86","34,237,908.82","23,685,268.41"
其他非流动负债,,,,,,,,,,,
工程物资,"526,411.68","2,246,111.68",,,,,,,"8,723.08","5,019.52","29,222.52"
非流动负债合计,,,,,,,,,,,
固定资产清理,,,,,,,,,,,
负债合计,"36,027,033.47","21,833,316.01","28,022,121.37","44,101,714.24","40,835,509.06","79,676,940.28","59,473,296.54","68,513,197.77","71,499,105.02","122,403,884.80","103,921,093.23"
生产性生物资产,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00",,"60,000,000.00","80,000,000.00","104,000,000.00","104,000,000.00","105,922,700.00","105,922,700.00"
油气资产,,,,,,,,,,,
资本公积,"178,006,640.66","178,892,010.18","178,892,010.18","178,892,010.18",,"178,892,010.18","442,899,590.20","418,899,590.20","418,899,590.20","453,284,516.10","457,334,516.10"
无形资产,"15,075,043.75","15,937,293.26","15,582,791.25","15,315,271.31",,"15,859,717.61","15,745,562.25","15,589,402.05","15,453,232.92","15,310,011.75","15,294,377.49"
盈余公积,"5,774,905.73","11,750,788.65","18,294,683.42","18,294,683.42",,"26,899,566.25","26,899,566.25","26,899,566.25","26,899,566.25","37,973,388.55","37,973,388.55"
开发支出,,,,,,,,,,,
减:库存股,,,,,,,,,,"32,032,182.00","32,032,182.00"
商誉,,,,,,,,,,,
