科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"179,306,698.52","141,196,625.31","115,334,109.39","81,068,483.53","728,910,417.58","269,899,536.63","412,177,675.21","562,641,658.24","352,670,167.83"
短期借款,,,,,,,,,
交易性金融资产,,,,,,,,,
交易性金融负债,,,,,,,,,
应收票据,"43,604,739.54","48,116,256.51","65,424,545.48","47,092,621.23","42,367,091.07","75,659,308.53","41,380,584.15","59,645,976.15","89,983,250.30"
应付票据,,,,,,,,,
应收账款,"179,522,508.83","317,125,794.40","448,125,883.50","500,489,428.34","472,562,470.40","523,714,248.68","428,912,267.72","477,914,208.09","498,136,435.76"
应付账款,"47,279,249.78","63,274,140.24","64,101,685.17","82,796,983.40","63,643,300.46","117,319,503.47","81,260,668.66","118,908,912.66","127,437,803.86"
预付款项,"3,384,174.61","7,589,250.06","16,819,176.99","39,518,719.85","72,189,963.33","61,461,151.81","94,915,852.59","57,153,573.19","154,490,044.97"
预收款项,"6,612,775.30","14,052,422.06","13,504,574.90","17,811,905.72","27,522,521.79","24,131,673.53","42,545,784.04","33,409,975.18","34,193,061.47"
其他应收款,"47,446,409.70","49,131,596.92","63,163,388.84","39,517,163.81","40,118,484.19","37,252,436.69","38,889,286.37","42,368,456.63","42,085,912.93"
应付职工薪酬,"44,567,624.10","67,338,530.47","102,910,421.78","37,660,412.33","41,893,283.86","162,870,992.29","32,850,476.82","40,644,325.42","42,117,862.92"
应收关联公司款,,,,,,,,,
应交税费,"21,427,027.06","49,129,884.59","52,962,781.37","33,891,080.34","42,047,655.40","48,501,058.05","24,916,095.65","27,975,578.35","30,580,993.54"
应收利息,,,,,,,,,
应付利息,,,,,,,,,
应收股利,,,,,,,,,
应付股利,,,,,,,,,
存货,"61,072,511.10","83,514,626.89","117,286,061.80","165,101,606.35","189,286,506.12","199,272,301.46","234,172,123.14","266,561,752.14","444,551,713.41"
其他应付款,"4,896,055.76","6,584,800.79","17,830,322.32","20,714,340.48","22,207,204.01","19,438,771.52","14,668,116.41","81,536,487.01","168,460,702.96"
其中:消耗性生物资产,,,,,,,,,
应付关联公司款,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,
其他流动资产,"65,000,000.00","312,138,599.94","57,973,435.38","8,125,901.70","8,558,266.92","586,297,385.09","345,338,895.28","40,580,426.38","71,762,517.81"
其他流动负债,,,,,,,,,
流动资产合计,"579,337,042.30","958,812,750.03","884,126,601.38","880,913,924.81","1,553,993,199.61","1,753,556,368.89","1,595,786,684.46","1,506,866,050.82","1,653,680,043.01"
流动负债合计,"124,782,732.00","200,379,778.15","251,309,785.54","192,874,722.27","197,313,965.52","372,261,998.86","196,241,141.58","302,475,278.62","402,790,424.75"
可供出售金融资产,,,,,,,,,
长期借款,,,,,,,,,
持有至到期投资,,,,,,,,,
应付债券,,,,,,,,,
长期应收款,,,,,,,,,
长期应付款,,,,,,,,,
长期股权投资,,,,,,,,,
专项应付款,,"1,100,000.00","400,000.00",,,,,,
投资性房地产,,,,,,,,,
预计负债,,,,,,,,,
固定资产,"44,274,204.89","55,125,430.40","121,660,674.49","126,991,938.71","123,270,017.64","124,801,588.11","118,374,927.41","123,244,455.42","118,247,558.23"
递延所得税负债,,,,,,,,,
在建工程,,"2,860,252.00","10,730,962.57","34,315,307.46","56,322,641.39","141,037,066.49","192,092,112.63","260,673,595.03","313,637,421.74"
其他非流动负债,,,,,,,,,
工程物资,,,,,,,,,
非流动负债合计,,"1,100,000.00","400,000.00",,,,,,
固定资产清理,,,,,,,"-391,500.00",,
负债合计,"124,782,732.00","201,479,778.15","251,709,785.54","192,874,722.27","197,313,965.52","372,261,998.86","196,241,141.58","302,475,278.62","402,790,424.75"
生产性生物资产,,,,,,,,,
实收资本(或股本),"240,000,000.00","390,000,000.00","390,000,000.00","390,000,000.00","433,400,000.00","433,400,000.00","433,400,000.00","433,400,000.00","443,105,500.00"
油气资产,,,,,,,,,
