科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"37,503,261.44","170,061,934.03","254,777,853.99","20,695,715.52","81,093,290.10","142,356,011.17","226,705,783.21","89,102,557.23","244,328,319.17","363,706,031.94","433,865,124.90","83,271,841.24","184,022,444.72","250,544,865.26","442,198,210.03","65,857,216.67","331,595,043.49","537,333,408.25","846,973,977.78","248,926,032.06","588,380,986.62","910,443,773.77","1,456,267,502.14","196,317,149.63","560,281,932.61","838,210,313.49"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,"432,288,712.17","432,288,712.17","447,947,969.88",,"127,144,800.00",,"127,144,800.00",,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,"233,000.00","2,018,528.00",,,,,,,,,
收到其他与经营活动有关的现金,"4,307,230.56","5,453,077.82","11,341,633.24","289,944.08","2,097,619.89","3,623,299.46","12,687,062.03","1,180,535.50","6,202,514.74","9,964,991.99","21,759,205.20","3,619,428.91","7,049,880.60","11,721,205.73","24,684,992.19","42,651,592.02","26,544,975.37","24,150,170.75","62,051,010.73","13,875,095.94","23,048,926.55","36,133,417.28","53,452,216.31","11,330,215.68","24,053,705.55","114,720,023.39"
投资活动现金流出小计,"563,980.00","4,921,270.98","133,639.40","83,491.36","1,215,275.36","2,591,362.36","2,605,665.74","26,567.53","1,078,679.67","5,137,167.56","20,845,957.24","1,128,850.67","9,841,314.81","24,021,714.67","68,564,939.80","158,364,131.62","510,217,386.35","544,054,658.05","603,364,860.13","7,838,895.31","307,014,305.06","349,240,912.34","357,049,670.46","527,811,871.66","575,164,987.99","615,244,886.70"
经营活动现金流入小计,"41,810,492.00","175,515,011.85","266,119,487.23","20,985,659.60","83,190,909.99","145,979,310.63","239,392,845.24","90,283,092.73","250,530,833.91","373,671,023.93","455,624,330.10","86,891,270.15","191,072,325.32","262,266,070.99","466,883,202.22","108,508,808.69","358,140,018.86","561,483,579.00","909,024,988.51","262,801,128.00","611,429,913.17","946,577,191.05","1,509,719,718.45","207,647,365.31","584,335,638.16","952,930,336.88"
投资活动产生的现金流量净额,"6,381,054.68","1,579,218.34","-133,639.40","-83,491.36","-1,215,275.36","-2,591,362.36","-2,605,665.74","-26,567.53","-1,078,679.67","5,339,209.62","-15,642,410.43","-1,128,850.67","-9,841,314.81","-24,020,914.99","-68,564,139.97","-158,364,131.62","-510,216,886.35","-544,054,158.05","-599,965,750.13","-5,662,593.26","-248,493,113.01","-235,219,720.29","-233,071,936.64","-526,835,511.01","-526,188,627.34","-566,163,931.32"
购买商品、接受劳务支付的现金,"49,130,968.69","148,760,909.43","283,877,322.66","38,894,867.10","106,790,898.10","171,294,356.92","233,563,135.12","135,687,547.34","272,129,063.21","366,235,600.60","419,242,755.28","67,241,628.21","175,918,882.64","309,003,229.14","461,329,367.14","112,147,271.18","370,100,830.17","496,099,922.81","708,036,150.46","144,046,731.77","403,608,852.56","556,669,897.86","787,095,192.67","157,040,777.43","467,552,563.74","671,471,315.80"
吸收投资收到的现金,,"60,470,000.00","900,000.00",,,"600,000,000.00","600,000,000.00",,,,"7,200,000.00",,"616,360.00","616,360.00","616,360.00","499,999,979.00","501,469,979.00","502,449,979.00","485,982,544.74",,,,,,,"4,000,000.00"
