科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"770,377,006.11","752,530,863.80","985,569,058.85",,"380,088,535.54",,"657,436,743.18","85,075,691.51","191,983,619.67","372,122,487.47","438,675,206.59","124,639,186.77","296,343,273.34","476,842,223.75"
取得子公司及其他营业单位支付的现金净额,"2,125,283.00",,,,,,,,,,,,,
收到的税费返还,"54,600,437.79","41,833,681.46","48,116,879.17",,"31,746,362.76",,"36,518,214.77","1,899,218.35","8,419,941.56","17,276,933.28","17,689,895.01","9,862,277.77","18,562,649.71","31,760,658.71"
支付其他与投资活动有关的现金,"1,361,800.00","2,757,005.43",,,,,,,,,,,,
收到其他与经营活动有关的现金,"15,439,415.70","8,568,255.81","16,165,008.61",,"14,601,525.61",,"22,667,956.55","13,514,183.58","20,600,030.47","20,600,776.36","34,414,222.18","6,890,831.70","17,233,612.01","17,690,775.59"
投资活动现金流出小计,"70,576,816.06","87,012,388.17","114,175,418.72",,"27,677,850.47",,"40,709,122.16","269,435,757.79","262,679,292.00","291,472,224.90","830,147,618.68","199,857,678.48","427,154,574.81","723,007,704.22"
经营活动现金流入小计,"840,416,859.60","802,932,801.07","1,049,850,946.63",,"426,436,423.91",,"716,622,914.50","100,489,093.44","221,003,591.70","410,000,197.11","490,779,323.78","141,392,296.24","332,139,535.06","526,293,658.05"
投资活动产生的现金流量净额,"-65,202,548.49","-58,954,413.25","-86,954,029.05",,"-27,328,092.84","-54,263,400.00","-40,103,523.81","-270,001,404.23","-261,766,217.61","-289,772,183.18","-406,260,190.84","3,050,661.98","21,895,964.13","-3,853,509.77"
购买商品、接受劳务支付的现金,"596,947,516.04","546,285,383.57","668,759,493.78",,"298,977,763.56",,"471,937,725.75","103,362,271.94","147,431,077.75","250,283,570.62","339,655,360.87","129,750,644.61","289,804,478.46","471,021,868.35"
吸收投资收到的现金,,,,,,,"536,083,000.00",,,,,,,
支付给职工以及为职工支付的现金,"80,636,013.26","89,351,428.44","116,635,019.12",,"52,754,843.38",,"90,556,711.46","15,458,430.45","44,756,119.21","60,267,505.03","89,946,549.59","21,201,690.14","45,439,432.62","71,397,123.00"
取得借款收到的现金,"295,510,127.00","111,617,500.00","167,342,743.00",,"213,448,820.00",,"434,824,020.00",,"26,588,900.00","30,000,000.00","129,588,900.00","68,000,000.00","118,000,000.00","167,000,000.00"
支付的各项税费,"32,869,832.97","36,033,436.14","53,321,847.96",,"28,806,449.46",,"40,166,501.40","12,403,064.64","16,091,441.60","20,919,002.58","16,038,681.05","1,812,246.17","6,477,088.88","13,876,538.17"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"64,091,703.27","60,606,133.06","82,866,237.70",,"32,426,399.17",,"54,103,701.31","10,482,244.98","28,260,821.66","69,494,214.21","95,728,721.82","5,638,954.41","28,373,124.41","45,791,326.68"
