科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"30,193,415.79","26,830,726.77","57,125,410.95","67,709,592.31","384,219,325.34","328,428,506.49","296,260,955.02","266,745,825.36","376,284,886.69","337,143,008.37","334,228,347.16","196,755,190.04","722,784,108.59","694,305,155.51","431,684,009.94","466,080,716.15","444,433,875.73"
短期借款,,"15,000,000.00","24,000,000.00","24,000,000.00","15,000,000.00","68,200,000.00","79,662,000.00","191,256,139.47","220,319,418.24","111,833,200.00","199,332,010.32","209,375,000.00","319,488,000.00","157,201,160.01","350,372,100.00","546,247,226.73","597,120,545.00"
交易性金融资产,,,,,,"188,446.04",,,,,,,,,,,
交易性金融负债,,,,,,,"99,116.07",,,,,,,"30,356.40",,,
应收票据,"24,703,360.00","8,951,497.96","80,689,089.27","129,609,088.89","143,659,235.02","222,384,595.84","229,436,729.23","266,889,474.79","210,537,536.87","158,409,081.40","200,044,823.72","207,170,993.23","246,335,483.02","318,402,129.95","326,870,456.86","437,375,514.10","437,763,501.92"
应付票据,"27,155,150.11","31,662,188.97","29,140,283.24","96,501,091.22","92,604,243.71","129,121,883.50","142,751,319.67","98,405,972.17","116,851,726.45","175,833,053.16","155,929,064.78","204,101,067.71","395,279,504.15","404,861,438.41","302,029,156.39","209,654,177.98","278,213,298.76"
应收账款,"29,584,758.91","91,685,566.56","110,144,373.48","148,044,083.56","159,736,541.13","158,055,685.30","187,307,347.85","90,020,426.42","206,085,742.73","305,650,318.16","315,317,995.95","332,223,918.86","340,043,127.35","422,208,941.49","629,469,107.20","699,073,871.44","949,892,512.92"
应付账款,"21,076,917.65","67,221,387.37","103,474,847.95","102,958,607.27","91,203,491.74","79,332,610.49","60,549,615.41","92,873,209.65","106,610,439.03","183,515,974.03","194,121,401.64","281,419,397.13","163,745,520.49","437,940,650.76","522,410,789.67","604,869,056.62","696,586,360.11"
预付款项,"3,000,032.00","1,262,113.65","589,582.57","4,031,157.41","6,531,410.16","6,543,326.98","7,121,905.48","39,319,011.99","56,360,568.76","24,732,299.09","38,719,885.33","77,305,672.20","90,127,895.84","190,936,157.98","246,579,670.00","233,176,678.85","223,792,351.83"
预收款项,"93,498.20","472,736.00","50,294.55","452,945.86","8,238,491.63","7,917,232.87","906,614.82","1,179,386.69","7,013,261.12","1,089,446.25","6,314,070.32","11,516,183.23","8,870,446.33","16,452,720.62","19,920,239.39","54,179,093.67","50,506,690.20"
其他应收款,"1,742,883.70","1,823,695.23","127,684.96","144,698.64","456,460.32","1,020,751.14","1,275,181.93","1,400,289.85","4,106,742.26","30,334,335.37","31,777,108.34","70,861,976.05","79,757,832.26","83,516,347.21","60,250,022.38","47,637,451.48","83,342,053.36"
