科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"146,672,980.82","185,970,322.10","200,281,495.55","87,209,740.21","114,805,295.77","203,673,831.28","34,776,517.95","84,670,007.01","114,286,721.10"
二、营业利润,"34,486,076.47","55,101,362.78","59,628,716.12","22,362,915.89","25,621,868.98","62,102,044.46","2,891,101.32","19,185,778.98","25,126,416.56"
减:营业成本,"79,340,041.16","92,857,422.89","105,097,008.74","44,081,326.29","60,280,656.39","102,390,877.16","17,398,809.42","43,071,622.52","59,256,141.69"
加:补贴收入,,,,,,,,,
营业税金及附加,"2,435,776.07","2,758,155.35","3,057,783.09","959,849.05","1,351,785.45","3,198,506.22","492,116.69","1,173,055.66","1,710,048.62"
营业外收入,"3,093,444.32","173,100.29","625,000.00","53,732.22","1,053,732.22","1,170,826.22","471,022.70","1,024,868.86","2,424,868.86"
销售费用,"925,962.28","1,205,838.09","1,290,966.31","450,600.86","677,810.63","1,027,137.68","477,873.20","676,809.00","1,031,368.17"
减:营业外支出,"389,275.92",,"22,330.38",,"5,400.95","22,503.92",,,
管理费用,"25,394,135.08","30,167,458.46","30,784,874.51","15,557,204.76","22,028,559.47","32,285,154.26","6,249,916.87","13,227,898.19","20,171,262.65"
其中:非流动资产处置净损失,,,,,,"17,090.00",,,
堪探费用,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,
财务费用,"1,528,637.54","2,842,859.21","675,458.81","178,509.00","279,260.68","473,983.85","-102,318.10","-157,684.73","-993,396.39"
三、利润总额,"37,190,244.87","55,274,463.07","60,231,385.74","22,416,648.11","26,670,200.25","63,250,366.76","3,362,124.02","20,210,647.84","27,551,285.42"
资产减值损失,"2,562,352.22","1,037,225.32","-253,312.02","3,619,334.36","4,565,354.17","2,196,127.65","7,369,018.55","7,519,222.55","8,037,008.06"
减:所得税,"6,058,799.94","8,923,415.62","9,858,703.08","4,144,812.78","5,018,880.34","10,814,767.55","-388,449.05","3,646,653.74","5,001,596.33"
加:公允价值变动净收益,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,
投资收益,,,,,,,,,
四、净利润,"31,131,444.93","46,351,047.45","50,372,682.66","18,271,835.33","21,651,319.91","52,435,599.21","3,750,573.07","16,563,994.10","22,549,689.09"
其中:对联营企业和合营企业的投资权益,,,,,,,,,
归属于母公司所有者的净利润,"31,131,444.93","46,351,047.45","50,372,682.66","18,271,835.33","21,651,319.91","52,435,599.21","3,750,573.07","16,563,994.10","22,549,689.09"
影响营业利润的其他科目,,,,,,,,,
少数股东损益,,,,,,,,,
