科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"515,923,527.70","565,089,648.98","637,450,598.50","305,322,938.24","498,709,587.62","711,350,011.96","170,192,175.45","360,711,308.88","554,516,123.82","801,161,519.14"
取得子公司及其他营业单位支付的现金净额,"27,774,600.00","600,000.00","1,028,781.98",,,,,,,
收到的税费返还,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,"494,070,000.00","85,000,000.00","450,700,000.00","980,700,000.00","1,172,700,000.00"
收到其他与经营活动有关的现金,"9,740,805.02","24,025,024.07","47,304,988.53","16,355,101.47","34,584,149.73","55,617,980.66","8,300,628.61","15,841,524.33","26,061,897.06","36,262,909.53"
投资活动现金流出小计,"233,308,923.25","34,635,618.40","45,748,543.32","33,793,913.23","56,123,747.53","562,869,140.08","102,617,551.01","480,876,346.97","1,040,697,371.66","1,300,921,366.51"
经营活动现金流入小计,"525,664,332.72","589,114,673.05","684,755,587.03","321,678,039.71","533,293,737.35","766,967,992.62","178,492,804.06","376,552,833.21","580,578,020.88","837,424,428.67"
投资活动产生的现金流量净额,"-233,189,487.25","-34,459,090.40","-44,573,489.24","-33,716,310.36","-55,978,855.46","-328,420,603.27","116,175,659.99","-24,053,417.34","-154,428,053.30","-117,050,406.70"
购买商品、接受劳务支付的现金,"161,425,714.91","156,711,904.92","179,496,995.66","81,681,480.54","133,080,799.21","182,420,074.82","59,586,637.09","106,075,990.33","169,857,410.24","244,840,380.53"
吸收投资收到的现金,"2,172,280.00",,"1,250,000.00",,,"519,200,000.00",,,,
支付给职工以及为职工支付的现金,"156,975,592.98","187,788,781.61","212,040,085.53","117,396,651.30","170,156,535.68","253,177,088.39","72,149,341.04","131,935,658.46","193,003,150.27","277,144,839.24"
取得借款收到的现金,"192,098,585.00","34,603,887.00","44,625,725.33","47,680,065.51","49,821,993.42","52,421,993.42",,,,
支付的各项税费,"42,141,585.78","47,908,966.04","53,793,332.04","25,257,564.04","41,470,887.24","52,500,098.46","13,874,624.29","31,462,655.48","45,147,841.59","59,964,090.54"
收到其他与筹资活动有关的现金,,,,,,,,,,
支付其他与经营活动有关的现金,"52,375,358.65","50,107,622.73","61,036,720.63","30,741,716.79","50,916,290.06","75,524,944.77","13,805,909.04","40,058,981.84","62,789,560.59","99,966,202.80"
筹资活动现金流入小计,"194,270,865.00","34,603,887.00","45,875,725.33","47,680,065.51","49,821,993.42","571,621,993.42",,,,
经营活动现金流出小计,"412,918,252.32","442,517,275.30","506,367,133.86","255,077,412.67","395,624,512.19","563,622,206.44","159,416,511.46","309,533,286.11","470,797,962.69","681,915,513.11"
偿还债务支付的现金,"79,500,000.00","109,998,801.00","57,248,800.00","26,204,400.00","27,891,600.00","66,184,525.33","33,004,010.00","76,655,193.42","76,655,193.42","76,655,193.42"
经营活动产生的现金流量净额,"112,746,080.40","146,597,397.75","178,388,453.17","66,600,627.04","137,669,225.16","203,345,786.18","19,076,292.60","67,019,547.10","109,780,058.19","155,508,915.56"
分配股利、利润或偿还利息支付的现金,"38,078,510.98","35,295,555.13","39,991,880.43","128,806,872.49","130,357,588.36","133,101,204.90","685,762.36","46,567,077.35","46,567,077.35","46,567,077.35"
收回投资收到的现金,,,"1,000,000.00",,,,,,,
支付其他与筹资活动有关的现金,"3,741,509.41","450,000.00","718,867.94","1,515,945.00","1,583,018.87","6,737,389.26",,,,
取得投资收益收到的现金,,,,"59,769.87","95,728.77","336,511.65","741,331.00","2,828,229.63","5,563,118.36","8,230,887.71"
筹资活动现金流出小计,"121,320,020.39","145,744,356.13","97,959,548.37","156,527,217.49","159,832,207.23","206,023,119.49","33,689,772.36","123,222,270.77","123,222,270.77","123,222,270.77"
处置固定资产、无形资产和其他长期资产收回的现金净额,"119,436.00","176,528.00","67,792.53","17,833.00","49,163.30","9,612,025.16","281,880.00","424,700.00","436,200.00","370,072.10"
筹资活动产生的现金流量净额,"72,950,844.61","-111,140,469.13","-52,083,823.04","-108,847,151.98","-110,010,213.81","365,598,873.93","-33,689,772.36","-123,222,270.77","-123,222,270.77","-123,222,270.77"
处置子公司及其他营业单位收到的现金净额,,,"107,261.55",,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,"224,500,000.00","217,770,000.00","453,570,000.00","880,270,000.00","1,175,270,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,
投资活动现金流入小计,"119,436.00","176,528.00","1,175,054.08","77,602.87","144,892.07","234,448,536.81","218,793,211.00","456,822,929.63","886,269,318.36","1,183,870,959.81"
五、现金及现金等价物净增加额,"-47,492,562.24","997,838.22","81,731,140.89","-75,962,835.30","-28,319,844.11","240,524,056.84","101,562,180.23","-80,256,141.01","-167,870,265.88","-84,763,761.91"
购建固定资产、无形资产和其他长期资产支付的现金,"205,534,323.25","34,035,618.40","44,719,761.34","33,793,913.23","56,123,747.53","68,799,140.08","17,617,551.01","30,176,346.97","59,997,371.66","95,221,366.51"
期初现金及现金等价物余额,"131,378,573.28","83,886,011.04","84,883,849.26","166,614,990.15","166,614,990.15","166,614,990.15","407,139,046.99","407,139,046.99","407,139,046.99","407,139,046.99"
投资支付的现金,,,,,,,,,,"33,000,000.00"
期末现金及现金等价物余额,"83,886,011.04","84,883,849.26","166,614,990.15","90,652,154.85","138,295,146.04","407,139,046.99","508,701,227.22","326,882,905.98","239,268,781.11","322,375,285.08"
