科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"140,300,727.19","189,028,398.30","189,926,577.32","48,035,802.34","100,088,340.63","207,509,725.05","32,184,865.06","92,113,079.12","112,442,129.84","194,662,525.29","24,501,642.65","66,696,325.05"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,
收到的税费返还,"903,852.21","143,496.23","906,107.06",,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,
收到其他与经营活动有关的现金,"11,722,709.85","14,128,062.88","21,507,318.87","1,781,650.62","7,570,157.12","9,396,690.26","3,026,360.15","11,885,378.61","16,069,743.21","19,148,910.17","6,937,657.59","15,338,139.32"
投资活动现金流出小计,"7,263,465.90","5,911,598.85","18,619,793.85","1,286,804.03","91,057,138.00","412,864,558.83","58,995,131.21","347,115,361.21","348,349,948.00","1,437,587,475.63","288,684,546.00","617,821,167.40"
经营活动现金流入小计,"152,927,289.25","203,299,957.41","212,340,003.25","49,817,452.96","107,658,497.75","216,906,415.31","35,211,225.21","103,998,457.73","128,511,873.05","213,811,435.46","31,439,300.24","82,034,464.37"
投资活动产生的现金流量净额,"-6,703,465.90","-5,911,598.85","-18,619,793.85","-1,286,804.03","-91,057,138.00","-265,526,864.29","91,004,868.79","-197,115,361.21","-193,349,948.00","-232,581,291.40","66,315,454.00","35,178,832.60"
购买商品、接受劳务支付的现金,"12,642,675.32","30,142,179.67","42,741,570.99","36,228,686.78","46,182,593.80","56,325,984.10","27,077,957.00","30,044,865.70","41,720,440.89","44,536,899.30","5,672,213.61","11,793,520.68"
吸收投资收到的现金,,,,,"384,552,000.00","384,552,000.00",,,,,,
支付给职工以及为职工支付的现金,"61,438,318.46","72,599,198.01","67,248,865.83","40,059,392.03","66,316,928.55","78,435,969.67","25,257,144.64","50,827,435.59","81,491,419.68","94,882,041.82","28,130,326.45","62,425,972.33"
取得借款收到的现金,,,,,,"40,000,000.00",,,,,,
支付的各项税费,"13,107,512.54","13,130,583.80","11,640,189.64","20,973,425.48","21,047,835.42","22,518,612.70","6,894,825.52","8,786,956.57","9,752,863.61","12,466,337.95","2,943,814.93","4,168,377.01"
收到其他与筹资活动有关的现金,,,,,,,,,,,,
支付其他与经营活动有关的现金,"16,860,963.16","26,233,635.86","15,532,785.63","10,491,495.07","21,195,339.43","25,111,917.61","5,770,553.89","13,685,608.05","22,103,252.17","27,538,531.67","7,971,618.45","23,261,971.63"
筹资活动现金流入小计,,,,,"384,552,000.00","424,552,000.00",,,,,,
经营活动现金流出小计,"104,049,469.48","142,105,597.34","137,163,412.09","107,752,999.36","154,742,697.20","182,392,484.08","65,000,481.05","103,344,865.91","155,067,976.35","179,423,810.74","44,717,973.44","101,649,841.65"
偿还债务支付的现金,,,,,,"40,000,000.00",,,,,,
经营活动产生的现金流量净额,"48,877,819.77","61,194,360.07","75,176,591.16","-57,935,546.40","-47,084,199.45","34,513,931.23","-29,789,255.84","653,591.82","-26,556,103.30","34,387,624.72","-13,278,673.20","-19,615,377.28"
分配股利、利润或偿还利息支付的现金,"30,952,000.00","34,530,000.00","53,802,000.00",,,"30,450.00","8,244,000.00","29,249,154.78","29,249,154.78","30,323,926.00",,"12,590,106.91"
收回投资收到的现金,,,,,,"90,740,592.24","150,000,000.00","150,000,000.00","155,000,000.00","1,195,000,000.00","355,000,000.00","653,000,000.00"
支付其他与筹资活动有关的现金,"500,000.00","500,000.00","550,000.00","800,000.00","3,469,800.00","7,198,376.00","692,488.90","750,000.00","750,000.00",,,
取得投资收益收到的现金,,,,,,"56,597,102.30",,,,"10,006,184.23",,
筹资活动现金流出小计,"31,452,000.00","35,030,000.00","54,352,000.00","800,000.00","3,469,800.00","47,228,826.00","8,936,488.90","29,999,154.78","29,999,154.78","30,323,926.00",,"12,590,106.91"
处置固定资产、无形资产和其他长期资产收回的现金净额,"560,000.00",,,,,,,,,,,
筹资活动产生的现金流量净额,"-31,452,000.00","-35,030,000.00","-54,352,000.00","-800,000.00","381,082,200.00","377,323,174.00","-8,936,488.90","-29,999,154.78","-29,999,154.78","-30,323,926.00",,"-12,590,106.91"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,389.82",,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,
投资活动现金流入小计,"560,000.00",,,,,"147,337,694.54","150,000,000.00","150,000,000.00","155,000,000.00","1,205,006,184.23","355,000,000.00","653,000,000.00"
五、现金及现金等价物净增加额,"10,720,964.05","20,252,761.22","2,204,797.31","-60,022,350.43","242,940,862.55","146,310,240.94","52,279,124.05","-226,460,924.17","-249,905,206.08","-228,517,592.68","53,036,780.80","2,973,348.41"
购建固定资产、无形资产和其他长期资产支付的现金,"7,263,465.90","5,911,598.85","18,619,793.85","1,286,804.03","91,057,138.00","112,864,558.83","3,995,131.21","7,115,361.21","8,349,948.00","37,587,475.63","684,546.00","5,821,167.40"
期初现金及现金等价物余额,"230,683,302.42","241,404,266.47","261,657,027.69","263,861,825.00","263,861,825.00","263,861,825.00","410,172,065.94","410,172,065.94","410,172,065.94","410,172,065.94","181,654,473.26","181,654,473.26"
投资支付的现金,,,,,,"300,000,000.00","55,000,000.00","340,000,000.00","340,000,000.00","1,400,000,000.00","288,000,000.00","612,000,000.00"
期末现金及现金等价物余额,"241,404,266.47","261,657,027.69","263,861,825.00","203,839,474.57","506,802,687.55","410,172,065.94","462,451,189.99","183,711,141.77","160,266,859.86","181,654,473.26","234,691,254.06","184,627,821.67"
