科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"282,132,957.39","425,967,159.17","544,068,404.46","101,486,658.95","309,135,702.06","481,079,416.03","614,569,764.46","108,323,939.11","363,870,016.53","614,959,695.38","938,503,265.94","107,382,123.33","480,183,312.18","732,900,949.55","1,294,644,568.11","35,618,564.77","232,789,631.86","362,902,235.63","491,780,579.56","81,575,492.07","322,532,956.22","530,123,554.60","791,673,533.67","66,062,028.85","226,423,344.11","511,579,479.28","976,867,819.17","187,133,434.82"
二、营业利润,"51,457,625.40","84,059,024.18","91,364,551.09","12,072,728.68","56,486,968.83","83,267,886.10","104,105,764.19","13,273,926.70","74,103,017.73","122,311,593.32","165,420,128.87","12,769,434.64","96,549,555.69","151,051,732.79","216,495,501.28","-23,880,749.51","18,030,334.84","33,340,139.73","28,786,017.18","-1,981,923.48","26,862,791.23","25,448,507.65","41,914,829.52","-22,064,377.05","-48,626,368.63","-31,584,299.34","70,403,780.72","10,250,338.98"
减:营业成本,"191,024,118.81","277,747,727.47","366,480,893.67","68,012,289.72","200,871,263.25","312,304,804.78","399,522,232.67","68,896,956.19","229,036,662.67","372,948,364.21","608,191,280.56","67,322,494.49","319,406,799.77","462,104,688.15","873,124,746.67","28,765,267.49","140,635,344.71","212,380,600.72","292,734,443.90","55,554,730.70","202,735,222.94","355,150,897.72","518,117,743.24","51,474,235.51","168,034,953.40","354,363,540.29","597,996,042.37","116,608,550.65"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,943,223.00","4,798,162.45","5,248,481.04","760,822.50","2,221,863.65","3,142,777.15","4,626,278.72","458,684.40","2,947,219.74","4,351,695.49","5,960,164.79","627,442.90","1,602,476.91","2,856,312.12","9,242,496.74","313,233.50","2,008,167.17","3,790,416.21","5,887,523.08","868,327.96","4,441,510.39","5,246,733.68","19,305,000.86","2,093,036.13","6,171,696.37","11,296,190.03","21,140,028.20","4,574,607.81"
营业外收入,"50,770.67","530,675.95","4,919,730.83","60,000.00","478,844.24","482,844.24","3,548,169.44","44,025.18","658,971.73","764,963.61","1,468,502.94","1,138,274.76","1,491,625.50","9,029,416.27","13,326,985.03","151,070.34","3,031,729.03","556,031.73","3,133,162.24","3,364,596.25","7,780,236.96","8,079,267.94","40,533,211.44","170,672.56","8,363,215.16","8,978,840.35","314,226.56","5,280.01"
销售费用,"7,751,459.72","21,726,211.20","31,352,737.04","8,239,420.49","16,803,152.19","33,065,663.75","41,675,380.12","6,605,615.01","13,268,431.85","44,250,854.04","61,492,128.77","5,631,045.26","13,181,951.96","24,362,884.11","63,197,184.38","7,132,680.49","13,945,910.55","18,754,322.91","28,327,533.27","4,583,759.83","17,051,015.63","37,921,413.28","53,253,094.22","10,079,308.13","26,908,047.79","38,949,105.14","71,822,796.25","6,989,943.11"
减:营业外支出,"322,686.29","1,762,433.39","47,796.93","7,802.41","10,926.42","125,685.70","363,930.38","5,000.00","5,000.00","299,435.41","533,126.56","191,506.52","291,506.52","295,506.52","7,046,300.16","16,641.41","240,673.23","244,673.23","1,926,190.84","23,225.32","730,372.03","785,347.08","43,755,812.60","1,058,274.43","7,060,383.06","7,245,404.39","528,263.15","25,261.50"
管理费用,"21,799,834.09","27,223,744.75","35,780,742.69","8,929,954.99","21,949,261.96","31,145,378.84","37,752,989.31","12,859,809.30","27,164,293.65","42,544,799.91","61,968,557.52","13,805,516.65","29,147,798.53","43,203,033.15","87,329,221.60","16,206,038.26","35,274,769.34","53,882,894.45","84,441,408.41","17,026,136.56","50,056,115.91","74,381,429.99","103,475,034.65","26,371,423.23","58,709,826.66","101,531,326.19","151,673,664.58","41,618,380.04"
其中:非流动资产处置净损失,"45,292.70","1,705,882.12","28,996.93",,"3,124.01",,"44,081.99",,,,"417,626.56",,"186,506.52","186,506.52","6,626,386.42",,,,"1,676,517.61","23,225.32","673,183.92","677,462.25","43,536,314.18","3,290.04","6,555.10","6,555.10",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"7,212,972.81","8,498,520.81","12,524,186.78","3,471,442.57","7,254,333.94","12,890,501.09","16,882,856.11","4,240,033.30","11,594,091.73","19,441,552.81","27,927,108.87","5,698,467.52","10,373,214.81","16,773,671.24","23,401,353.47","9,267,893.47","17,828,173.76","26,870,877.54","35,384,972.22","8,585,724.38","16,742,905.31","23,043,043.10","29,870,548.09","8,805,133.41","20,786,323.80","31,783,887.86","41,256,904.57","13,283,964.14"
