科目,2013-12-31,2014-12-31,2015-12-31,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"114,094,755.10","123,253,010.88","148,567,600.56","173,037,963.63","122,495,838.35","368,890,436.51","238,133,272.39","176,982,253.86","263,429,912.29","266,385,125.25"
短期借款,,,"13,000,000.00","55,000,000.00","75,000,000.00","55,000,000.00","48,390,000.00","163,290,000.00","290,610,000.00","266,710,000.00"
交易性金融资产,,,,,,,,,,
交易性金融负债,,,,,,,,,,
应收票据,"30,108,560.00","32,906,560.00","5,427,105.46","8,171,746.82","600,000.00","1,890,300.00","3,162,169.02","5,081,923.16","30,571,794.06","23,328,238.52"
应付票据,"31,753,618.00","200,709,966.91","169,039,479.22","205,452,297.31","199,267,953.18","264,382,727.85","368,707,107.49","295,294,341.26","211,029,822.39","180,875,040.88"
应收账款,"175,227,800.48","202,633,120.52","113,683,669.95","247,447,515.19","374,794,050.30","317,175,833.08","367,797,656.69","540,974,070.14","523,688,709.94","525,247,193.44"
应付账款,"76,190,320.73","185,091,047.36","147,769,629.52","259,143,922.00","216,457,268.30","277,104,028.37","380,705,676.12","265,171,084.77","258,974,276.70","268,995,205.32"
预付款项,"3,856,604.55","7,719,049.56","33,373,280.03","12,157,072.63","3,439,863.50","49,754,526.52","26,174,304.98","16,677,446.75","7,332,889.59","13,780,337.62"
预收款项,"6,687,338.23","20,687,003.35","2,644,043.30","11,193,851.09","26,303,451.73","15,015,945.09","32,747,750.41","7,829,993.50","3,320,263.19","16,769,311.39"
其他应收款,"2,891,551.23","6,502,541.54","33,478,563.26","66,756,902.05","74,773,007.58","75,472,865.92","86,560,246.98","98,397,099.37","81,351,277.27","95,381,962.21"
应付职工薪酬,"4,945,283.11","8,542,296.65","5,195,506.62","4,533,773.42","8,069,215.48","4,957,370.04","5,119,816.93","6,101,450.04","10,077,417.44","6,847,660.88"
应收关联公司款,,,,,,,,,,
应交税费,"6,043,854.65","21,700,290.37","10,009,498.69","18,805,643.54","17,950,720.23","16,848,336.92","24,034,707.01","7,933,605.99","13,598,598.64","8,897,472.94"
应收利息,,,,,,,,,,"5,811,621.18"
应付利息,,,,,"74,954.72","71,050.00","75,138.47","119,718.64","889,396.80","767,194.58"
应收股利,,,,,,,,,"5,811,621.18",
应付股利,,,,,,,,,,
存货,"59,801,373.80","280,178,020.53","309,746,073.84","406,930,434.35","398,536,001.87","581,986,652.12","460,041,669.24","310,896,603.66","449,512,649.14","476,748,975.45"
其他应付款,"18,971,283.99","8,902,027.04","16,249,310.44","5,312,347.44","14,016,971.41","6,690,666.97","11,625,065.06","8,347,640.61","243,022,900.72","208,261,213.69"
其中:消耗性生物资产,,,,,,,,,,
应付关联公司款,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,
一年内到期的非流动负债,,,"13,153,179.44","20,871,184.20","31,720,407.58","30,374,767.20","42,755,564.94","68,244,197.84","105,389,877.68","88,457,930.96"
其他流动资产,"20,000,000.00","72,615,806.39","70,656,537.33","64,061,171.25","45,776,079.37","98,877,395.91","122,195,777.79","105,427,395.19","263,124,669.36","98,255,170.73"
其他流动负债,"3,746,494.24","1,844,878.46","2,691,082.30","6,948,544.34","3,149,456.19","3,906,192.08","3,808,371.65","1,285,256.31","6,269,231.98","969,445.46"
流动资产合计,"405,980,645.16","725,808,109.42","714,932,830.43","978,562,805.92","1,020,414,840.97","1,494,048,010.06","1,304,065,097.09","1,254,436,792.13","1,624,823,522.83","1,504,938,624.40"
流动负债合计,"148,338,192.95","447,477,510.14","379,751,729.53","587,261,563.34","592,010,398.82","674,351,084.52","917,969,198.08","823,617,288.96","1,143,181,785.54","1,047,550,476.10"
可供出售金融资产,,,,,,,,,,
长期借款,,,,,,"40,000,000.00","68,000,000.00","68,000,000.00","63,000,000.00","63,000,000.00"
持有至到期投资,,,,,,,,,,
应付债券,,,,,,,,,,
长期应收款,,,,,,,,,,
长期应付款,,,"18,555,433.58","19,657,242.29","44,798,269.13","37,194,701.12","52,305,661.25","88,315,287.68","138,226,679.31","129,857,180.30"
长期股权投资,"2,484,000.00","3,644,695.14","19,693,345.20","9,390,400.93","9,882,197.84","9,628,846.55","11,035,847.09","11,436,065.32","5,666,001.22","6,150,144.43"
专项应付款,,,,,,,,,,
投资性房地产,,,,,,,,,,
预计负债,,,,,"1,409,390.48","1,617,564.17","1,634,135.95","1,911,402.32","759,785.10","748,651.77"
固定资产,"109,201,067.24","114,266,738.00","144,435,643.34","139,126,773.63","138,304,372.08","135,313,021.83","348,640,574.71","609,587,075.65","598,353,587.90","633,730,421.69"
递延所得税负债,,,,,,"107,342.29",,,"34,573,125.12","34,573,125.12"
在建工程,,"145,143.15","572,157.27","2,824,289.64","5,161,212.00","6,104,626.60","246,680,547.52","9,284,358.15","55,585,296.68","39,719,272.51"
其他非流动负债,"2,101,887.52","1,971,855.24","5,936,112.07","4,885,163.06",,,,,,
工程物资,,,,,,,,,,
非流动负债合计,"2,101,887.52","1,971,855.24","24,491,545.65","24,542,405.35","50,862,196.52","83,480,995.69","126,416,244.46","162,619,498.92","239,710,111.93","231,249,811.38"
固定资产清理,,,,,,,,"5,685.88",,
负债合计,"150,440,080.47","449,449,365.38","404,243,275.18","611,803,968.69","642,872,595.34","757,832,080.21","1,044,385,442.54","986,236,787.88","1,382,891,897.47","1,278,800,287.48"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"111,000,000.00","111,000,000.00","205,350,000.00","205,350,000.00","205,350,000.00","273,800,000.00","273,800,000.00","273,800,000.00","273,800,000.00","273,800,000.00"
油气资产,,,,,,,,,,
资本公积,"207,363,141.24","207,363,141.24","113,013,141.24","113,013,141.24","113,013,141.24","397,340,018.59","396,292,848.81","396,034,546.92","396,034,546.92","396,034,546.92"
无形资产,"8,836,669.81","8,774,713.14","8,722,719.23","8,475,176.01","8,358,725.03","8,457,519.41","8,146,192.49","8,555,789.07","8,413,277.88","8,277,673.91"
盈余公积,"8,227,516.23","11,991,793.39","18,414,650.39","21,629,971.98","21,461,275.47","23,043,697.98","23,982,584.51","23,982,584.51","23,496,400.31","23,496,400.31"
开发支出,,,,,,,,,,
减:库存股,,,,,,,,,,
商誉,,,,,,,,,,
未分配利润,"68,612,953.04","102,508,516.83","155,638,427.13","201,166,293.10","210,340,135.04","219,632,220.61","220,948,619.81","247,060,830.82","246,475,852.45","241,303,267.69"
长期待摊费用,"25,797.75","1,358,480.96","4,558,861.86","3,948,517.33","3,721,221.92","3,582,197.35","4,719,616.22","17,426,182.92","18,615,018.68","17,150,336.84"
少数股东权益,,"2,555,384.01","28,406,757.90","28,635,967.82","30,900,391.44","31,184,450.75","33,582,335.28","32,850,473.09","35,705,884.56","37,510,882.39"
递延所得税资产,"14,024,185.09","23,802,916.72","24,350,696.60","28,492,763.83","27,550,575.55","31,695,498.46","42,336,652.04","36,006,238.35","33,296,106.72","32,021,008.14"
外币报表折算价差,,,,,,,,,,
其他非流动资产,,,,"4,436,170.97","4,615,172.08","8,028,830.45","20,547,051.14","6,958,514.28","5,647,753.07","5,224,625.81"
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"134,571,719.89","151,992,687.11","202,333,423.50","196,694,092.34","197,593,476.50","202,810,540.65","682,106,481.21","699,259,909.62","725,577,042.15","742,273,483.33"
所有者权益(或股东权益)合计,"390,112,284.58","428,351,431.15","513,022,978.75","563,452,929.57","575,135,722.13","939,026,470.50","941,786,135.76","967,459,913.87","967,508,667.51","968,411,820.25"
资产总计,"540,552,365.05","877,800,796.53","917,266,253.93","1,175,256,898.26","1,218,008,317.47","1,696,858,550.71","1,986,171,578.30","1,953,696,701.75","2,350,400,564.98","2,247,212,107.73"
负债和所有者(或股东权益)合计,"540,552,365.05","877,800,796.53","917,266,253.93","1,175,256,898.26","1,218,008,317.47","1,696,858,550.71","1,986,171,578.30","1,953,696,701.75","2,350,400,564.98","2,247,212,107.73"
