科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"45,146,022.57","87,975,169.94","131,990,989.15","358,655,288.51","133,263,184.45","153,596,915.92","176,621,408.29","244,990,381.24"
短期借款,,,,,,,,
交易性金融资产,,,,,,,,
交易性金融负债,,,,,,,,
应收票据,"3,213,033.32","3,141,500.00","1,789,396.14","4,742,628.00","13,082,325.99","8,748,262.76","14,918,251.98","16,515,191.94"
应付票据,,,,,,,,
应收账款,"20,499,839.92","24,913,981.21","43,325,952.48","42,783,349.27","39,493,095.36","51,097,209.40","44,317,010.63","52,274,157.43"
应付账款,"11,181,598.25","7,806,001.16","16,069,986.68","22,054,885.81","25,974,985.90","34,833,531.76","36,721,471.58","47,625,173.17"
预付款项,"389,000.36","513,369.96","1,263,915.85","1,619,381.67","889,234.17","2,239,835.44","1,395,426.98","2,369,044.33"
预收款项,"2,065,382.83","2,490,139.66","3,568,922.96","4,326,136.15","2,585,419.96","2,742,354.58","2,426,499.84","2,300,328.57"
其他应收款,"590,298.89","599,191.47","404,645.53","478,761.84","596,166.94","840,518.48","336,162.37","489,736.84"
应付职工薪酬,"2,927,607.93","4,858,086.93","6,826,975.63","3,042,719.51","3,850,356.73","4,735,913.40","10,986,793.38","7,379,769.28"
应收关联公司款,,,,,,,,
应交税费,"2,201,109.61","4,843,271.25","5,388,549.70","4,711,426.05","2,799,966.59","5,807,704.45","3,241,290.25","2,665,929.63"
应收利息,"214,363.89","77,316.17","677,318.06","312,621.74","994,538.09","451,209.24","1,875,940.48","797,522.71"
应付利息,,,,,,,,
应收股利,,,,,,,,
应付股利,,,,,,,,
存货,"21,043,380.44","29,320,205.78","29,922,880.97","34,689,246.67","37,943,886.93","40,267,510.30","42,127,747.11","45,817,737.73"
其他应付款,"1,560,721.64","574,392.42","2,161,318.21","1,292,742.45","1,757,759.11","2,725,917.04","2,588,574.10","3,308,279.46"
其中:消耗性生物资产,,,,,,,,
应付关联公司款,,,,,,,,
一年内到期的非流动资产,,,,,,,,
一年内到期的非流动负债,,,,,,,,
其他流动资产,,"2,880,174.79","3,280,682.37","812,622.45","209,400,119.58","198,720,000.00","200,117,941.06","126,000,000.00"
其他流动负债,,,,,,,,
流动资产合计,"91,095,939.39","149,420,909.32","212,655,780.55","444,093,900.15","435,662,551.51","455,961,461.54","481,709,888.90","489,253,772.22"
流动负债合计,"19,936,420.26","20,571,891.42","34,015,753.18","35,427,909.97","36,968,488.29","50,845,421.23","55,964,629.15","63,279,480.11"
