科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"934,059,476.82","1,182,908,543.99","1,355,874,956.47","807,268,271.46","1,251,220,482.43","1,788,715,459.20","448,007,525.41","957,636,590.79","1,583,676,140.63","2,284,819,211.96"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"65,553,673.58"
收到的税费返还,"87,527,275.40","99,863,484.31","108,827,831.10","55,393,883.64","71,039,937.75","99,886,877.24","39,396,211.17","79,515,808.03","114,749,279.91","151,418,571.20"
支付其他与投资活动有关的现金,,"84,291.00","844,453.00","3,754,326.00","4,220,634.87","8,823,674.00",,,,"1,016,250.00"
收到其他与经营活动有关的现金,"3,508,278.22","6,972,069.07","19,427,589.37","13,167,219.36","29,754,581.75","20,036,272.03","29,216,318.44","34,003,461.60","58,485,436.23","33,871,736.71"
投资活动现金流出小计,"55,701,766.53","96,133,127.11","192,831,703.87","81,183,660.54","119,446,771.64","779,808,137.13","129,666,162.65","315,284,238.12","499,390,728.39","713,073,836.92"
经营活动现金流入小计,"1,025,095,030.44","1,289,744,097.37","1,484,130,376.94","875,829,374.46","1,352,015,001.93","1,908,638,608.47","516,620,055.02","1,071,155,860.42","1,756,910,856.77","2,470,109,519.87"
投资活动产生的现金流量净额,"-41,870,851.20","-96,133,127.11","-189,966,274.46","-77,863,936.46","-115,654,358.08","-415,889,401.96","241,833,345.55","56,997,359.88","-124,139,674.76","-32,134,510.56"
购买商品、接受劳务支付的现金,"724,723,602.66","908,894,185.16","973,613,923.61","542,132,003.56","867,447,685.48","1,290,937,211.93","356,401,030.82","757,507,156.13","1,255,615,805.39","1,803,442,212.51"
吸收投资收到的现金,"350,000.00","720,552.64","1,950,000.00","1,167,142.26","870,601,051.68","879,933,942.26",,,,"2,100,000.00"
支付给职工以及为职工支付的现金,"88,620,750.87","112,412,425.41","137,345,616.19","88,123,725.40","129,348,902.04","179,649,376.32","52,761,919.54","106,890,138.24","165,213,571.00","243,982,770.67"
取得借款收到的现金,"139,696,111.00","96,870,466.00","242,435,724.22","50,723,134.40","144,555,620.00","145,468,470.99","127,881,685.99","352,682,529.42","499,339,553.28","570,832,294.00"
支付的各项税费,"37,301,135.07","35,156,612.28","47,048,801.48","45,257,110.09","53,308,650.85","61,328,864.28","23,819,611.18","47,153,088.59","64,991,190.97","62,980,394.11"
收到其他与筹资活动有关的现金,,,,,,"11,421,545.65","2,141,583.13","2,750,000.00","2,750,000.00",
支付其他与经营活动有关的现金,"83,108,770.10","119,085,988.35","158,939,045.61","90,273,159.83","142,522,557.56","227,024,422.53","59,806,052.92","128,975,801.48","212,114,761.36","300,886,729.01"
筹资活动现金流入小计,"140,046,111.00","97,591,018.64","244,385,724.22","51,890,276.66","1,015,156,671.68","1,036,823,958.90","130,023,269.12","355,432,529.42","502,089,553.28","572,932,294.00"
经营活动现金流出小计,"933,754,258.70","1,175,549,211.20","1,316,947,386.89","765,785,998.88","1,192,627,795.93","1,758,939,875.06","492,788,614.46","1,040,526,184.44","1,697,935,328.72","2,411,292,106.30"
偿还债务支付的现金,"142,236,864.00","107,082,318.00","160,626,590.56","30,000,000.00","80,600,633.01","184,657,542.77",,"115,439,441.23","209,788,941.23","279,542,839.75"
经营活动产生的现金流量净额,"91,340,771.74","114,194,886.17","167,182,990.05","110,043,375.58","159,387,206.00","149,698,733.41","23,831,440.56","30,629,675.98","58,975,528.05","58,817,413.57"
分配股利、利润或偿还利息支付的现金,"49,248,482.01","5,847,022.68","30,599,496.10","48,539,062.34","48,332,372.63","51,206,414.50","923,093.66","292,659,209.79","295,580,952.89","300,231,914.99"
收回投资收到的现金,,,,,"500,000.00","355,500,000.00","370,000,000.00","370,000,000.00","370,000,000.00","670,000,000.00"
支付其他与筹资活动有关的现金,,,"5,676,174.03","6,352,592.92","1,481,382.26","23,193,917.64",,"3,104,345.41","3,163,303.27",
取得投资收益收到的现金,"786,861.93",,,"10,184.87","21,084.89","474,149.30","1,499,508.20","1,929,461.25","4,894,216.03","6,377,326.36"
筹资活动现金流出小计,"191,485,346.01","112,929,340.68","196,902,260.69","84,891,655.26","130,414,387.90","259,057,874.91","923,093.66","411,202,996.43","508,533,197.39","579,774,754.74"
处置固定资产、无形资产和其他长期资产收回的现金净额,"43,700.00",,"22,769.65","309,539.21","271,328.67","773,263.90",,"352,136.75","356,837.60","212,000.00"
筹资活动产生的现金流量净额,"-51,439,235.01","-15,338,322.04","47,483,463.53","-33,001,378.60","884,742,283.78","777,766,083.99","129,100,175.46","-55,770,467.01","-6,443,644.11","-6,842,460.74"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,
四、汇率变动对现金的影响,"-5,692,126.92","-741,004.26","-593,768.46","4,870,756.70","4,097,409.62","11,007,918.32","-1,397,198.64","-3,906,498.01","-23,668,235.06","-3,093,997.30"
收到其他与投资活动有关的现金,"13,000,353.40",,"2,842,659.76","3,000,000.00","3,000,000.00","7,171,321.97",,,,"4,350,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,
投资活动现金流入小计,"13,830,915.33",,"2,865,429.41","3,319,724.08","3,792,413.56","363,918,735.17","371,499,508.20","372,281,598.00","375,251,053.63","680,939,326.36"
五、现金及现金等价物净增加额,"-7,661,441.39","1,982,432.76","24,106,410.66","4,048,817.22","932,572,541.32","522,583,333.76","393,367,762.93","27,950,070.84","-95,276,025.88","16,746,444.97"
购建固定资产、无形资产和其他长期资产支付的现金,"55,701,766.53","95,798,836.11","191,487,250.87","70,427,912.34","115,226,136.77","108,484,463.13","56,699,496.41","95,284,238.12","153,621,728.39","190,103,913.34"
期初现金及现金等价物余额,"44,912,627.70","37,251,186.31","39,233,619.07","63,340,029.73","63,340,043.76","63,340,029.73","585,923,363.49","585,923,363.49","585,923,363.49","585,923,363.49"
投资支付的现金,,"250,000.00","500,000.00","7,001,422.20",,"662,500,000.00","72,966,666.24","220,000,000.00","345,769,000.00","456,400,000.00"
期末现金及现金等价物余额,"37,251,186.31","39,233,619.07","63,340,029.73","67,388,846.95","995,912,585.08","585,923,363.49","979,291,126.42","613,873,434.33","490,647,337.61","602,669,808.46"
